,Time,Tank_1,Tank_2,Tank_3,Pump_1,Pump_2,Flow_sensor_4
56,09/04/2021 18:24,1676.0,1187,0,1,1,0
57,09/04/2021 18:24,1704.0,1215,0,1,1,0
58,09/04/2021 18:24,1745.0,1237,0,1,1,0
59,09/04/2021 18:24,15.5,1256,0,1,1,0
60,09/04/2021 18:24,1805.0,1285,0,1,1,0
61,09/04/2021 18:24,1818.0,1298,0,1,1,0
62,09/04/2021 18:24,1859.0,1324,0,1,1,0
63,09/04/2021 18:24,1873.0,1353,0,1,1,0
64,09/04/2021 18:24,-30.5,1367,0,1,1,0
65,09/04/2021 18:24,1946.0,1376,0,1,1,0
66,09/04/2021 18:24,-30.5,1398,0,1,1,0
67,09/04/2021 18:24,1974.0,1402,0,1,0,0
68,09/04/2021 18:24,1970.0,1461,0,1,0,0
69,09/04/2021 18:24,1949.0,1482,0,1,0,0
70,09/04/2021 18:24,1935.0,1501,0,1,0,0
71,09/04/2021 18:24,1916.0,1518,0,1,0,0
72,09/04/2021 18:24,-20.5,1538,0,1,0,0
73,09/04/2021 18:24,1894.0,1560,0,1,0,0
74,09/04/2021 18:24,-30.5,1593,0,1,0,0
75,09/04/2021 18:24,1861.0,1615,0,1,0,0
76,09/04/2021 18:24,25.5,1632,0,1,0,0
77,09/04/2021 18:24,1830.0,1664,0,1,0,0
78,09/04/2021 18:24,1818.0,1677,0,1,0,0
79,09/04/2021 18:24,1801.0,1716,0,1,0,0
80,09/04/2021 18:24,1784.0,1736,0,1,0,0
81,09/04/2021 18:24,-30.5,1768,0,1,0,0
82,09/04/2021 18:24,1758.0,1767,0,1,0,0
83,09/04/2021 18:24,1741.0,1794,0,1,0,0
84,09/04/2021 18:24,1727.0,1803,0,1,0,0
85,09/04/2021 18:24,1708.0,1846,0,1,0,0
86,09/04/2021 18:24,1696.0,1860,0,1,0,0
87,09/04/2021 18:24,0.0,1881,0,1,0,0
88,09/04/2021 18:24,-30.5,1912,0,1,0,0
89,09/04/2021 18:24,1649.0,1934,0,1,0,0
90,09/04/2021 18:24,1632.0,1949,0,1,0,0
91,09/04/2021 18:24,-30.5,1944,18,0,0,0
92,09/04/2021 18:25,1603.0,1937,94,0,0,0
93,09/04/2021 18:25,1590.0,1927,138,0,0,0
94,09/04/2021 18:25,1575.0,1911,170,0,0,0
95,09/04/2021 18:25,1559.0,1900,199,0,0,0
96,09/04/2021 18:25,1542.0,1885,233,0,0,0
97,09/04/2021 18:25,1530.0,1871,256,0,0,0
98,09/04/2021 18:25,1512.0,1858,286,0,0,0
99,09/04/2021 18:25,1501.0,1844,306,0,0,0
100,09/04/2021 18:25,0.0,1828,329,0,0,0
101,09/04/2021 18:25,15.5,1818,360,0,0,0
102,09/04/2021 18:25,-20.5,1808,383,0,0,0
103,09/04/2021 18:25,1437.0,1792,407,0,0,0
104,09/04/2021 18:25,1425.0,1782,415,0,0,0
105,09/04/2021 18:25,1406.0,1762,426,0,0,0
106,09/04/2021 18:25,1393.0,1752,436,0,0,0
107,09/04/2021 18:25,1378.0,1738,448,0,0,0
108,09/04/2021 18:25,1364.0,1721,460,0,0,0
109,09/04/2021 18:25,1348.0,1706,466,0,0,0
110,09/04/2021 18:25,1334.0,1695,473,0,0,0
111,09/04/2021 18:25,1320.0,1683,481,0,0,0
112,09/04/2021 18:25,1305.0,1667,492,0,0,0
113,09/04/2021 18:25,1292.0,1660,501,0,0,0
114,09/04/2021 18:25,-30.5,1642,509,0,0,0
115,09/04/2021 18:25,-20.5,1630,519,0,0,0
116,09/04/2021 18:25,1244.0,1614,530,0,0,0
117,09/04/2021 18:25,1230.0,1605,537,0,0,0
118,09/04/2021 18:25,1214.0,1588,550,0,0,0
119,09/04/2021 18:25,1203.0,1574,558,0,0,0
120,09/04/2021 18:25,-20.5,1563,567,0,0,0
121,09/04/2021 18:25,0.0,1546,576,0,0,0
122,09/04/2021 18:25,1159.0,1537,586,0,0,0
123,09/04/2021 18:25,1142.0,1521,595,0,0,0
124,09/04/2021 18:25,1138.0,1510,603,0,0,0
125,09/04/2021 18:25,1126.0,1494,614,0,0,0
126,09/04/2021 18:25,1114.0,1482,619,0,0,0
127,09/04/2021 18:25,15.5,1468,631,0,0,0
128,09/04/2021 18:25,-20.5,1455,638,0,0,0
129,09/04/2021 18:25,-30.5,1440,646,0,0,0
130,09/04/2021 18:25,1058.0,1429,656,0,0,0
131,09/04/2021 18:25,1046.0,1417,666,0,0,0
132,09/04/2021 18:25,1031.0,1403,677,0,0,0
133,09/04/2021 18:25,-20.5,1392,683,0,0,0
134,09/04/2021 18:25,-20.5,1377,693,0,0,0
135,09/04/2021 18:25,991.0,1365,701,0,0,0
136,09/04/2021 18:25,974.0,1350,711,0,0,0
137,09/04/2021 18:25,-30.5,1340,719,0,0,0
138,09/04/2021 18:25,946.0,1325,729,0,0,0
139,09/04/2021 18:25,935.0,1313,736,0,0,0
140,09/04/2021 18:25,922.0,1301,743,0,0,0
141,09/04/2021 18:25,906.0,1288,753,0,0,0
142,09/04/2021 18:25,894.0,1276,760,0,0,0
143,09/04/2021 18:25,878.0,1261,769,0,0,0
144,09/04/2021 18:25,865.0,1250,774,0,0,0
145,09/04/2021 18:25,850.0,1236,787,0,0,0
146,09/04/2021 18:25,839.0,1225,790,0,0,0
147,09/04/2021 18:25,823.0,1209,802,0,0,0
148,09/04/2021 18:25,810.0,1199,808,0,0,0
149,09/04/2021 18:25,-20.5,1188,815,0,0,0
150,09/04/2021 18:25,15.5,1172,824,0,0,0
151,09/04/2021 18:25,15.5,1161,832,0,0,0
152,09/04/2021 18:26,755.0,1147,842,0,0,0
153,09/04/2021 18:26,742.0,1136,846,0,0,0
154,09/04/2021 18:26,727.0,1122,858,0,0,0
155,09/04/2021 18:26,715.0,1111,864,0,0,0
156,09/04/2021 18:26,0.0,1097,872,0,0,0
157,09/04/2021 18:26,687.0,1085,880,0,0,0
158,09/04/2021 18:26,672.0,1070,885,0,0,0
159,09/04/2021 18:26,0.0,1058,897,0,0,0
160,09/04/2021 18:26,648.0,1047,899,0,0,0
161,09/04/2021 18:26,15.5,1033,909,0,0,0
162,09/04/2021 18:26,620.0,1022,916,0,0,0
163,09/04/2021 18:26,604.0,1008,925,0,0,0
164,09/04/2021 18:26,592.0,997,932,0,0,0
165,09/04/2021 18:26,576.0,982,937,0,0,0
166,09/04/2021 18:26,-20.5,970,945,0,0,0
167,09/04/2021 18:26,547.0,956,954,0,0,0
168,09/04/2021 18:26,535.0,945,962,0,0,0
169,09/04/2021 18:26,522.0,933,965,0,0,0
170,09/04/2021 18:26,506.0,918,975,0,0,0
171,09/04/2021 18:26,494.0,907,982,0,0,0
172,09/04/2021 18:26,476.0,893,991,0,0,0
173,09/04/2021 18:26,464.0,881,998,0,0,0
174,09/04/2021 18:26,25.5,867,1006,0,0,0
175,09/04/2021 18:26,434.0,856,1011,0,0,0
176,09/04/2021 18:26,-20.5,841,1021,0,0,0
177,09/04/2021 18:26,402.0,830,1027,0,0,0
178,09/04/2021 18:26,384.0,818,1034,0,0,0
179,09/04/2021 18:26,371.0,803,1041,0,0,0
180,09/04/2021 18:26,356.0,793,1047,0,0,0
181,09/04/2021 18:26,336.0,778,1060,0,0,0
182,09/04/2021 18:26,322.0,767,1064,0,0,0
183,09/04/2021 18:26,-20.5,753,1071,0,0,0
184,09/04/2021 18:26,283.0,742,1075,0,0,0
185,09/04/2021 18:26,15.5,727,1089,0,0,0
186,09/04/2021 18:26,241.0,717,1094,0,0,0
187,09/04/2021 18:26,215.0,701,1099,0,0,0
188,09/04/2021 18:26,191.0,691,1107,0,0,0
189,09/04/2021 18:26,165.0,679,1115,0,0,0
190,09/04/2021 18:26,125.0,666,1120,0,0,0
191,09/04/2021 18:26,90.0,654,1127,0,0,0
192,09/04/2021 18:26,0.0,640,1133,0,0,0
193,09/04/2021 18:26,25.5,628,1142,0,0,0
194,09/04/2021 18:26,1.0,614,1149,0,0,0
195,09/04/2021 18:26,1.0,602,1154,0,0,0
196,09/04/2021 18:26,1.0,589,1161,0,0,0
197,09/04/2021 18:26,15.5,577,1168,0,0,0
198,09/04/2021 18:26,1.0,567,1172,0,0,0
199,09/04/2021 18:26,1.0,552,1180,0,0,0
200,09/04/2021 18:26,1.0,541,1186,0,0,0
201,09/04/2021 18:26,2.0,525,1192,0,0,0
202,09/04/2021 18:26,2.0,514,1198,0,0,0
203,09/04/2021 18:26,1.0,498,1206,0,0,0
204,09/04/2021 18:26,-30.5,487,1211,0,0,0
205,09/04/2021 18:26,2.0,472,1218,0,0,0
206,09/04/2021 18:26,2.0,460,1221,0,0,0
207,09/04/2021 18:26,2.0,447,1226,0,0,0
208,09/04/2021 18:26,0.0,432,1235,0,0,0
209,09/04/2021 18:26,2.0,420,1240,0,0,0
210,09/04/2021 18:26,3.0,404,1250,0,0,0
211,09/04/2021 18:26,2.0,392,1255,0,0,0
212,09/04/2021 18:27,-20.5,375,1263,0,0,0
213,09/04/2021 18:27,2.0,362,1267,0,0,0
214,09/04/2021 18:27,3.0,345,1275,0,0,0
215,09/04/2021 18:27,2.0,332,1279,0,0,0
216,09/04/2021 18:27,2.0,315,1285,0,0,0
217,09/04/2021 18:27,3.0,300,1293,0,0,0
218,09/04/2021 18:27,3.0,286,1297,0,0,0
219,09/04/2021 18:27,3.0,267,1303,0,0,0
220,09/04/2021 18:27,3.0,251,1307,0,0,0
221,09/04/2021 18:27,4.0,231,1316,0,0,0
222,09/04/2021 18:27,3.0,214,1322,0,0,0
223,09/04/2021 18:27,3.0,192,1326,0,0,0
224,09/04/2021 18:27,3.0,174,1332,0,0,0
225,09/04/2021 18:27,3.0,147,1340,0,0,0
226,09/04/2021 18:27,4.0,125,1345,0,0,0
227,09/04/2021 18:27,4.0,100,1349,0,0,0
228,09/04/2021 18:27,3.0,59,1353,0,0,0
229,09/04/2021 18:27,15.5,27,1359,0,0,0
230,09/04/2021 18:27,3.0,2,1353,0,0,0
231,09/04/2021 18:27,0.0,1,1342,0,0,0
232,09/04/2021 18:27,4.0,1,1328,0,0,0
233,09/04/2021 18:27,4.0,1,1316,0,0,0
234,09/04/2021 18:27,4.0,2,1300,0,0,0
235,09/04/2021 18:27,4.0,2,1288,0,0,0
236,09/04/2021 18:27,-20.5,2,1275,0,0,0
237,09/04/2021 18:27,-20.5,2,1258,0,0,0
238,09/04/2021 18:27,4.0,3,1245,0,0,0
239,09/04/2021 18:27,4.0,3,1227,0,0,0
240,09/04/2021 18:27,4.0,2,1214,0,0,0
241,09/04/2021 18:27,3.0,2,1196,0,0,0
242,09/04/2021 18:27,3.0,3,1183,0,0,0
243,09/04/2021 18:27,4.0,3,1164,0,0,0
244,09/04/2021 18:27,4.0,2,1152,0,0,0
245,09/04/2021 18:27,4.0,3,1139,0,0,0
246,09/04/2021 18:27,4.0,3,1121,0,0,0
247,09/04/2021 18:27,15.5,3,1108,0,0,0
248,09/04/2021 18:27,15.5,3,1090,0,0,0
249,09/04/2021 18:27,4.0,4,1077,0,0,0
250,09/04/2021 18:27,4.0,3,1059,0,0,0
251,09/04/2021 18:27,4.0,3,1046,0,0,0
252,09/04/2021 18:27,4.0,3,1030,0,0,0
253,09/04/2021 18:27,3.0,3,1017,0,0,0
254,09/04/2021 18:27,4.0,3,1000,0,0,0
255,09/04/2021 18:27,4.0,4,986,0,0,0
256,09/04/2021 18:27,4.0,2,974,0,0,0
257,09/04/2021 18:27,4.0,2,957,0,0,0
258,09/04/2021 18:27,25.5,2,943,0,0,0
259,09/04/2021 18:27,4.0,3,928,0,0,0
260,09/04/2021 18:27,4.0,3,916,0,0,0
261,09/04/2021 18:27,3.0,3,900,0,0,0
262,09/04/2021 18:27,4.0,3,886,0,0,0
263,09/04/2021 18:27,4.0,4,870,0,0,0
264,09/04/2021 18:27,0.0,3,857,0,0,0
265,09/04/2021 18:27,4.0,3,845,0,0,0
266,09/04/2021 18:27,4.0,3,827,0,0,0
267,09/04/2021 18:27,5.0,3,816,0,0,0
268,09/04/2021 18:27,25.5,3,800,0,0,0
269,09/04/2021 18:27,4.0,3,788,0,0,0
270,09/04/2021 18:27,4.0,3,771,0,0,0
271,09/04/2021 18:27,4.0,4,758,0,0,0
272,09/04/2021 18:28,5.0,4,742,0,0,0
273,09/04/2021 18:28,4.0,4,730,0,0,0
274,09/04/2021 18:28,4.0,4,716,0,0,0
275,09/04/2021 18:28,4.0,3,701,0,0,0
276,09/04/2021 18:28,5.0,3,689,0,0,0
277,09/04/2021 18:28,4.0,3,672,0,0,0
278,09/04/2021 18:28,4.0,3,659,0,0,0
279,09/04/2021 18:28,4.0,3,643,0,0,0
280,09/04/2021 18:28,4.0,3,631,0,0,0
281,09/04/2021 18:28,4.0,2,614,0,0,0
282,09/04/2021 18:28,0.0,4,601,0,1,0
283,09/04/2021 18:28,15.5,4,590,0,1,0
284,09/04/2021 18:28,0.0,3,573,0,1,0
285,09/04/2021 18:28,140.0,3,561,0,1,0
286,09/04/2021 18:28,215.0,3,544,0,1,0
287,09/04/2021 18:28,261.0,3,532,0,1,0
288,09/04/2021 18:28,311.0,4,514,0,1,0
289,09/04/2021 18:28,-20.5,4,503,0,1,0
290,09/04/2021 18:28,395.0,3,488,0,1,0
291,09/04/2021 18:28,432.0,4,475,0,1,0
292,09/04/2021 18:28,467.0,4,460,0,1,0
293,09/04/2021 18:28,480.0,4,447,0,1,0
294,09/04/2021 18:28,524.0,3,436,0,1,0
295,09/04/2021 18:28,546.0,4,419,0,1,0
296,09/04/2021 18:28,593.0,2,406,0,1,0
297,09/04/2021 18:28,595.0,4,390,0,1,0
298,09/04/2021 18:28,634.0,3,378,0,1,0
299,09/04/2021 18:28,671.0,3,360,0,1,0
300,09/04/2021 18:28,709.0,3,352,0,1,0
301,09/04/2021 18:28,25.5,3,333,0,1,0
302,09/04/2021 18:28,751.0,4,320,0,1,0
303,09/04/2021 18:28,807.0,3,308,0,1,0
304,09/04/2021 18:28,800.0,3,291,0,1,0
305,09/04/2021 18:28,839.0,4,277,0,1,0
306,09/04/2021 18:28,867.0,3,259,0,1,0
307,09/04/2021 18:28,909.0,4,246,0,1,0
308,09/04/2021 18:28,933.0,4,227,0,1,0
309,09/04/2021 18:28,956.0,4,215,0,1,0
310,09/04/2021 18:28,967.0,3,194,0,1,0
311,09/04/2021 18:28,1016.0,3,177,0,1,0
312,09/04/2021 18:28,1051.0,3,162,0,1,0
313,09/04/2021 18:28,1081.0,3,139,0,1,0
314,09/04/2021 18:28,1099.0,5,122,0,1,0
315,09/04/2021 18:28,1141.0,3,93,0,1,0
316,09/04/2021 18:28,1159.0,4,60,0,1,0
317,09/04/2021 18:28,1198.0,4,10,1,1,0
318,09/04/2021 18:28,1215.0,6,6,1,1,0
319,09/04/2021 18:28,1258.0,4,8,1,1,0
320,09/04/2021 18:28,25.5,51,9,1,1,0
321,09/04/2021 18:28,0.0,126,8,1,1,0
322,09/04/2021 18:28,1345.0,156,7,1,1,0
323,09/04/2021 18:28,1339.0,196,8,1,1,0
324,09/04/2021 18:28,1390.0,256,10,1,1,0
325,09/04/2021 18:28,-20.5,274,7,1,1,0
326,09/04/2021 18:28,1437.0,296,9,1,1,0
327,09/04/2021 18:28,-20.5,317,8,1,1,0
328,09/04/2021 18:28,1505.0,355,8,1,1,0
329,09/04/2021 18:28,1527.0,374,9,1,1,0
330,09/04/2021 18:28,25.5,422,9,1,1,0
331,09/04/2021 18:28,25.5,430,9,1,1,0
332,09/04/2021 18:29,1627.0,455,7,1,1,0
333,09/04/2021 18:29,1646.0,489,8,1,1,0
334,09/04/2021 18:29,1680.0,507,7,1,1,0
335,09/04/2021 18:29,1710.0,555,8,1,1,0
336,09/04/2021 18:29,1750.0,557,10,1,1,0
337,09/04/2021 18:29,1772.0,571,10,1,1,0
338,09/04/2021 18:29,1791.0,616,11,1,1,0
339,09/04/2021 18:29,1821.0,620,8,1,1,0
340,09/04/2021 18:29,1839.0,647,8,1,1,0
341,09/04/2021 18:29,1887.0,680,8,1,1,0
342,09/04/2021 18:29,-30.5,701,9,1,1,0
343,09/04/2021 18:29,1932.0,718,8,1,1,0
344,09/04/2021 18:29,1961.0,740,7,1,1,0
345,09/04/2021 18:29,1973.0,772,8,1,0,0
346,09/04/2021 18:29,1963.0,795,8,1,0,0
347,09/04/2021 18:29,1951.0,799,9,1,0,0
348,09/04/2021 18:29,1935.0,837,9,1,0,0
349,09/04/2021 18:29,1920.0,853,10,1,0,0
350,09/04/2021 18:29,1903.0,879,8,1,0,0
351,09/04/2021 18:29,1889.0,892,9,1,0,0
352,09/04/2021 18:29,1879.0,922,11,1,0,0
353,09/04/2021 18:29,1859.0,954,9,1,0,0
354,09/04/2021 18:29,1849.0,964,9,1,0,0
355,09/04/2021 18:29,1831.0,1002,7,1,0,0
356,09/04/2021 18:29,1816.0,1016,9,1,0,0
357,09/04/2021 18:29,1798.0,1039,8,1,0,0
358,09/04/2021 18:29,1785.0,1059,9,1,0,0
359,09/04/2021 18:29,1768.0,1087,9,1,0,0
360,09/04/2021 18:29,1753.0,1104,10,1,0,0
361,09/04/2021 18:29,1738.0,1127,9,1,0,0
362,09/04/2021 18:29,1724.0,1150,9,1,0,0
363,09/04/2021 18:29,1711.0,1172,9,1,0,0
364,09/04/2021 18:29,1694.0,1208,10,1,0,0
365,09/04/2021 18:29,1681.0,1222,10,1,0,0
366,09/04/2021 18:29,1665.0,1241,8,1,0,0
367,09/04/2021 18:29,1648.0,1272,8,1,0,0
368,09/04/2021 18:29,1629.0,1278,8,1,0,0
369,09/04/2021 18:29,-30.5,1321,9,1,0,0
370,09/04/2021 18:29,1598.0,1324,10,1,0,0
371,09/04/2021 18:29,1587.0,1357,9,1,0,0
372,09/04/2021 18:29,1577.0,1361,8,1,0,0
373,09/04/2021 18:29,1552.0,1402,9,1,0,0
374,09/04/2021 18:29,15.5,1409,10,1,0,0
375,09/04/2021 18:29,0.0,1438,8,1,0,0
376,09/04/2021 18:29,1512.0,1475,10,1,0,0
377,09/04/2021 18:29,-30.5,1479,9,1,0,0
378,09/04/2021 18:29,1480.0,1509,9,1,0,0
379,09/04/2021 18:29,0.0,1551,9,1,0,0
380,09/04/2021 18:29,0.0,1554,9,1,0,0
381,09/04/2021 18:29,1434.0,1571,9,1,0,0
382,09/04/2021 18:29,1422.0,1602,8,1,0,0
383,09/04/2021 18:29,-20.5,1611,9,1,0,0
384,09/04/2021 18:29,1389.0,1650,9,1,0,0
385,09/04/2021 18:29,1376.0,1663,10,1,0,0
386,09/04/2021 18:29,1361.0,1689,9,1,0,0
387,09/04/2021 18:29,1348.0,1706,7,1,0,0
388,09/04/2021 18:29,1329.0,1738,9,1,0,0
389,09/04/2021 18:29,1317.0,1758,9,1,0,0
390,09/04/2021 18:29,1297.0,1783,9,1,0,0
391,09/04/2021 18:29,1290.0,1802,9,1,0,0
392,09/04/2021 18:30,1274.0,1817,10,1,0,0
393,09/04/2021 18:30,1258.0,1844,11,1,0,0
394,09/04/2021 18:30,1243.0,1868,9,1,0,0
395,09/04/2021 18:30,1228.0,1921,9,1,0,0
396,09/04/2021 18:30,1215.0,1907,7,1,0,0
397,09/04/2021 18:30,1199.0,1940,11,1,0,0
398,09/04/2021 18:30,1183.0,1939,56,0,0,0
399,09/04/2021 18:30,1167.0,1922,112,0,0,0
400,09/04/2021 18:30,1153.0,1904,151,0,0,0
401,09/04/2021 18:30,1133.0,1884,191,0,0,0
402,09/04/2021 18:30,-30.5,1852,252,0,0,0
403,09/04/2021 18:30,1122.0,1827,294,0,0,0
404,09/04/2021 18:30,1110.0,1796,341,0,0,0
405,09/04/2021 18:30,1098.0,1771,418,0,0,0
406,09/04/2021 18:30,1080.0,1740,457,0,0,0
407,09/04/2021 18:30,1069.0,1716,482,0,0,0
408,09/04/2021 18:30,1053.0,1685,500,0,0,0
409,09/04/2021 18:30,-30.5,1659,547,0,0,0
410,09/04/2021 18:30,0.0,1637,559,0,0,0
411,09/04/2021 18:30,25.5,1605,593,0,0,0
412,09/04/2021 18:30,15.5,1582,609,0,0,0
413,09/04/2021 18:30,985.0,1550,636,0,0,0
414,09/04/2021 18:30,972.0,1527,670,0,0,0
415,09/04/2021 18:30,956.0,1495,697,0,0,0
416,09/04/2021 18:30,944.0,1472,731,0,0,0
417,09/04/2021 18:30,928.0,1442,768,0,0,0
418,09/04/2021 18:30,916.0,1417,791,0,0,0
419,09/04/2021 18:30,15.5,1395,811,0,0,0
420,09/04/2021 18:30,887.0,1365,817,0,0,0
421,09/04/2021 18:30,15.5,1343,859,0,0,0
422,09/04/2021 18:30,0.0,1314,895,0,0,0
423,09/04/2021 18:30,847.0,1291,920,0,0,0
424,09/04/2021 18:30,0.0,1261,947,0,0,0
425,09/04/2021 18:30,819.0,1238,983,0,0,0
426,09/04/2021 18:30,804.0,1209,1018,0,0,0
427,09/04/2021 18:30,791.0,1186,1043,0,0,0
428,09/04/2021 18:30,775.0,1158,1075,0,0,0
429,09/04/2021 18:30,762.0,1136,1105,0,0,0
430,09/04/2021 18:30,752.0,1113,1116,0,0,0
431,09/04/2021 18:30,736.0,1083,1168,0,0,0
432,09/04/2021 18:30,724.0,1063,1193,0,0,0
433,09/04/2021 18:30,708.0,1035,1221,0,0,0
434,09/04/2021 18:30,696.0,1013,1249,0,0,0
435,09/04/2021 18:30,680.0,983,1282,0,0,0
436,09/04/2021 18:30,668.0,962,1303,0,0,0
437,09/04/2021 18:30,652.0,932,1347,0,0,0
438,09/04/2021 18:30,641.0,910,1367,0,0,0
439,09/04/2021 18:30,629.0,889,1388,0,0,0
440,09/04/2021 18:30,613.0,861,1425,0,0,0
441,09/04/2021 18:30,601.0,838,1443,0,0,0
442,09/04/2021 18:30,585.0,808,1478,0,0,0
443,09/04/2021 18:30,25.5,788,1502,0,0,0
444,09/04/2021 18:30,557.0,759,1531,0,0,0
445,09/04/2021 18:30,0.0,739,1556,0,0,0
446,09/04/2021 18:30,-30.5,709,1591,0,0,0
447,09/04/2021 18:30,0.0,689,1606,0,0,0
448,09/04/2021 18:30,498.0,669,1630,0,0,0
449,09/04/2021 18:30,486.0,641,1663,0,0,0
450,09/04/2021 18:30,471.0,619,1684,0,0,0
451,09/04/2021 18:30,454.0,591,1717,0,0,0
452,09/04/2021 18:31,442.0,569,1734,0,0,0
453,09/04/2021 18:31,423.0,540,1766,0,0,0
454,09/04/2021 18:31,411.0,519,1791,0,0,0
455,09/04/2021 18:31,393.0,489,1817,0,0,0
456,09/04/2021 18:31,379.0,467,1843,0,0,0
457,09/04/2021 18:31,360.0,437,1865,0,0,0
458,09/04/2021 18:31,0.0,415,1894,0,0,0
459,09/04/2021 18:31,330.0,391,1915,0,0,0
460,09/04/2021 18:31,-30.5,359,1948,0,0,0
461,09/04/2021 18:31,15.5,334,1967,0,0,0
462,09/04/2021 18:31,271.0,301,1997,0,0,0
463,09/04/2021 18:31,0.0,274,2016,0,0,0
464,09/04/2021 18:31,226.0,237,2043,0,0,0
465,09/04/2021 18:31,25.5,206,2055,0,0,0
466,09/04/2021 18:31,-30.5,163,2057,0,0,0
467,09/04/2021 18:31,141.0,130,2065,0,0,0
468,09/04/2021 18:31,108.0,105,2069,0,0,0
469,09/04/2021 18:31,60.0,68,2073,0,0,0
470,09/04/2021 18:31,15.5,37,2075,0,0,0
471,09/04/2021 18:31,-30.5,2,2072,0,0,0
472,09/04/2021 18:31,0.0,3,2055,0,0,0
473,09/04/2021 18:31,0.0,3,2039,0,0,0
474,09/04/2021 18:31,0.0,4,2025,0,0,0
475,09/04/2021 18:31,0.0,4,2004,0,0,0
476,09/04/2021 18:31,0.0,3,1990,0,0,0
477,09/04/2021 18:31,0.0,4,1975,0,0,0
478,09/04/2021 18:31,25.5,4,1956,0,0,0
479,09/04/2021 18:31,-20.5,4,1943,0,0,0
480,09/04/2021 18:31,0.0,4,1924,0,0,0
481,09/04/2021 18:31,0.0,4,1910,0,0,0
482,09/04/2021 18:31,0.0,4,1891,0,0,0
483,09/04/2021 18:31,0.0,4,1878,0,0,0
484,09/04/2021 18:31,0.0,4,1862,0,0,0
485,09/04/2021 18:31,0.0,4,1851,0,0,0
486,09/04/2021 18:31,0.0,4,1839,0,0,0
487,09/04/2021 18:31,0.0,4,1823,0,0,0
488,09/04/2021 18:31,25.5,4,1809,0,0,0
489,09/04/2021 18:31,25.5,5,1789,0,0,0
490,09/04/2021 18:31,0.0,4,1776,0,0,0
491,09/04/2021 18:31,0.0,5,1757,0,0,0
492,09/04/2021 18:31,0.0,5,1743,0,0,0
493,09/04/2021 18:31,-20.5,5,1724,0,0,0
494,09/04/2021 18:31,0.0,4,1711,0,0,0
