time,Tank1WaterLevel,Tank2WaterLevel,Tank1InFlow,Tank2OutFlow,wt3_valve,Tank3OutFlow,Tank2.level
4.6,1.066417946,1.046714737,0,0.109111552,0,0,0.136996062
4.65,1.095291616,1.05013457,1,0.10958672,0,0,0.141355203
4.7,1.133160676,1.065629341,1,0.111966582,0,0,0.147928823
4.75,1.138441929,1.079152886,0,0.114534897,0,0,0.152399553
4.8,1.120123991,1.090498164,0,0.11752505,0,0,0.159263086
4.85,1.113148278,1.092754594,0,0.118336846,0,0,0.163954121
4.9,1.155504974,1.099942559,1,0.119295032,0,0,0.171051625
4.95,1.179429946,1.111212265,1,0.121100781,0,0,0.175820233
5,1.176819571,1.129777786,0,0.124874294,1,0,0.18308026
5.05,1.165936167,1.135629268,0,0.12656896,0,0.250510875,0.178753938
5.1,1.172040943,1.138562333,1,0.127501226,1,0,0.18550739
5.15,1.200864239,1.144626655,1,0.128249499,0,0.253897674,0.181170614
5.2,1.23532728,1.162388709,1,0.131199526,1,0,0.188016764
5.25,1.221730215,1.174019488,0,0.133740181,0,0.257430902,0.183691775
5.3,1.206662741,1.180988361,0,0.135861671,1,0,0.190849614
5.35,1.216507302,1.182366122,1,0.136279396,0,0.261459864,0.186566671
5.4,1.257401627,1.19326177,1,0.137746115,1,0,0.19387051
5.45,1.279353694,1.205758975,1,0.13989084,0,0.265586962,0.189511594
5.5,1.259350226,1.22059161,0,0.143345456,1,0,0.197012605
5.55,1.250253532,1.223929425,0,0.144466986,0,0.270066248,0.192707822
5.6,1.274996074,1.227166469,1,0.145062624,1,0,0.200471882
5.65,1.300561089,1.235777895,1,0.146266279,0,0.274777544,0.196069603
5.7,1.316369548,1.254431577,0,0.149659938,1,0,0.203925643
5.75,1.302082618,1.262687011,0,0.15178131,0,0.279613522,0.199520352
5.8,1.289316011,1.266298055,0,0.153114406,1,0,0.207688114
5.85,1.317305618,1.268845313,1,0.153415003,0,0.284819618,0.203235202
5.9,1.353854853,1.28303802,1,0.155534255,1,0,0.211489701
5.95,1.358260426,1.295697989,0,0.157929667,0,0.290008811,0.20693799
6,1.338635302,1.305754508,0,0.160661728,1,0,0.215439089
6.05,1.330792363,1.307156118,0,0.161302304,0,0.295543131,0.210887045
6.1,1.371854572,1.313068313,1,0.16200492,1,0,0.219577905
6.15,1.394920782,1.323491776,1,0.16364113,0,0.301134991,0.21487716
6.2,1.391028599,1.34079428,0,0.167161586,1,0,0.22368639
6.25,1.379294867,1.345807957,0,0.168688382,0,0.306872956,0.218971529
6.3,1.384130447,1.347490574,1,0.169370088,1,0,0.228064832
6.35,1.412111795,1.352725416,1,0.169952147,0,0.312834559,0.223225475
6.4,1.445318161,1.369249435,1,0.172654089,1,0,0.232377882
6.45,1.43088746,1.380058961,0,0.175030172,0,0.31874628,0.227443829
6.5,1.414575725,1.385802071,0,0.17690603,1,0,0.236875231
6.55,1.423594889,1.386366715,1,0.177160811,0,0.324968682,0.231883871
6.6,1.463257254,1.396048741,1,0.178384327,1,0,0.241429441
6.65,1.484392087,1.407740881,1,0.18036772,0,0.331114806,0.236269484
6.7,1.463168844,1.421371909,0,0.183581537,1,0,0.24598122
6.75,1.453262999,1.423912629,0,0.184543332,0,0.337448758,0.240789124
6.8,1.476797833,1.425959959,1,0.184900554,1,0,0.250733689
6.85,1.501561702,1.433782179,1,0.185946054,0,0.34385986,0.245363814
6.9,1.516174402,1.451257923,0,0.189103656,1,0,0.255370893
6.95,1.501094254,1.45873196,0,0.191068439,0,0.350249761,0.249923377
7,1.487143718,1.461176723,0,0.192167814,1,0,0.260213435
7.05,1.514347956,1.462950317,1,0.19231337,0,0.35687238,0.254648997
7.1,1.549724978,1.475988285,1,0.194201213,1,0,0.264997739
7.15,1.553352952,1.487882246,0,0.196443119,0,0.363348708,0.25927023
7.2,1.532567214,1.496795452,0,0.198946062,1,0,0.269838182
7.25,1.523954371,1.497438635,0,0.19943465,0,0.370048348,0.264050809
7.3,1.563867451,1.50221883,1,0.199910415,1,0,0.274781765
7.35,1.586171375,1.511891371,1,0.201396141,0,0.376690869,0.26879063
7.4,1.581141434,1.528073078,0,0.204691991,1,0,0.27961381
7.45,1.56865296,1.532343262,0,0.206069792,0,0.383371593,0.273557711
7.5,1.572362039,1.532916173,1,0.206529115,1,0,0.284639401
7.55,1.599596113,1.537414881,1,0.206963653,0,0.390174437,0.278411933
7.6,1.631687127,1.552840174,1,0.209445412,1,0,0.289527722
7.65,1.616516547,1.562920849,0,0.211675435,0,0.396831915,0.283162427
7.7,1.599100496,1.567576106,0,0.213333288,1,0,0.294532746
7.75,1.607387102,1.567419112,1,0.213443454,0,0.403710288,0.288070542
7.8,1.645956079,1.576024049,1,0.214451123,1,0,0.299531081
7.85,1.666365602,1.587001692,1,0.216291332,0,0.410427979,0.292864001
7.9,1.64405979,1.59956629,0,0.219291438,1,0,0.304467254
7.95,1.633435814,1.601399583,0,0.220111465,0,0.417254178,0.297734888
8,1.655898791,1.602391035,1,0.220257092,1,0,0.309547995
8.05,1.679951635,1.609512829,1,0.221162227,0,0.424083011,0.302607653
8.1,1.693503085,1.625943143,0,0.224110327,1,0,0.314460759
8.15,1.677718947,1.632723685,0,0.225936133,0,0.43082066,0.307415354
8.2,1.662717663,1.634133363,0,0.226828079,1,0,0.319529367
8.25,1.689224877,1.635220325,1,0.226836035,0,0.437725329,0.312342233
8.3,1.723561549,1.64723345,1,0.228518501,1,0,0.324493284
8.35,1.726499396,1.658447573,0,0.230624168,0,0.444422054,0.317120732
8.4,1.704683603,1.666346078,0,0.232923766,1,0,0.329469756
8.45,1.695387462,1.66631615,0,0.233277464,0,0.451284259,0.32201731
8.5,1.734280679,1.670091685,1,0.233551897,1,0,0.334508498
8.55,1.755908067,1.679097775,1,0.234904067,0,0.458035118,0.326834437
8.6,1.749868355,1.694284764,0,0.238000577,1,0,0.33939739
8.65,1.73671004,1.697895093,0,0.239246144,0,0.464773362,0.331642562
8.7,1.73941934,1.697483128,1,0.239508099,1,0,0.344443934
8.75,1.765990201,1.70132851,1,0.239811712,0,0.471586122,0.336503859
8.8,1.797091329,1.715778673,1,0.242098056,1,0,0.349319596
8.85,1.781264099,1.725212488,0,0.244198449,0,0.478208948,0.341229627
8.9,1.762867957,1.728902264,0,0.245662821,1,0,0.354280503
8.95,1.770504411,1.72810481,1,0.24564464,0,0.485010968,0.34608326
9,1.808102996,1.73575382,1,0.246460742,1,0,0.359205295
9.05,1.827868801,1.746097341,1,0.248173874,0,0.491613311,0.350794411
9.1,1.804602199,1.757715471,0,0.25098431,1,0,0.364040422
9.15,1.793340874,1.758920916,0,0.251678517,0,0.49828772,0.355556987
9.2,1.814852569,1.758975268,1,0.251636349,1,0,0.368994425
9.25,1.838274371,1.765475426,1,0.25241691,0,0.50493073,0.360297157
9.3,1.850883952,1.780977912,0,0.255179074,1,0,0.373756467
9.35,1.834475016,1.78714297,0,0.256881539,0,0.5114508,0.364949602
9.4,1.818541183,1.787634001,0,0.257589389,1,0,0.378651984
9.45,1.844429782,1.788111569,1,0.257475223,0,0.518108279,0.369700097
9.5,1.877843133,1.799215138,1,0.258975416,1,0,0.383421964
9.55,1.880168487,1.809825898,0,0.26096017,0,0.524530229,0.374282528
9.6,1.857438509,1.816823847,0,0.263079297,1,0,0.388185089
9.65,1.847535936,1.816196525,0,0.263313278,0,0.531091984,0.378964718
9.7,1.885524015,1.819080416,1,0.263409027,1,0,0.392992428
9.75,1.906550971,1.827495025,1,0.264642665,0,0.53751852,0.383550422
9.8,1.899615078,1.841799192,0,0.267562259,1,0,0.397633142
9.85,1.885862272,1.844823892,0,0.268690467,0,0.54391027,0.388111304
9.9,1.887684259,1.843537842,1,0.268777256,1,0,0.402415937
9.95,1.913666513,1.84680339,1,0.268964671,0,0.550355968,0.39271068
10,1.943889108,1.860388117,1,0.271077583,0,0,0.407013416
10.05,1.927479094,1.869247836,0,0.273062928,0,0,0.417849476
10.1,1.908213113,1.87208074,0,0.274355585,0,0,0.434226634
10.15,1.915272551,1.870714871,1,0.274223494,0,0,0.445196549
10.2,1.952009904,1.877515488,1,0.274869579,0,0,0.461650399
10.25,1.971204402,1.887296218,1,0.276469928,0,0,0.472643028
10.3,1.947085091,1.898074351,0,0.27911203,0,0,0.489225889
10.35,1.935258112,1.898722575,0,0.279694571,0,0,0.500381564
10.4,1.955925535,1.89794524,1,0.279485735,0,0,0.517161296
10.45,1.978787281,1.903893691,1,0.280155734,0,0,0.528341421
10.5,1.990560945,1.91857272,0,0.282752878,0,0,0.545148532
10.55,1.973597495,1.924191531,0,0.284345876,0,0,0.55644999
10.6,1.956836017,1.923867255,0,0.28489034,0,0,0.573505433
10.65,1.982175589,1.92380398,1,0.284667789,0,0,0.584899231
10.7,2.014769484,1.934100309,1,0.286006213,0,0,0.601980041
10.75,2.016551244,1.944175579,0,0.287883655,0,0,0.613415828
10.8,1.993009919,1.950374275,0,0.289842614,0,0,0.630682589
10.85,1.982569131,1.949216762,0,0.289970345,0,0,0.642269764
10.9,2.019753891,1.95130931,1,0.289907509,0,0,0.659667558
10.95,2.040247959,1.959198973,1,0.291035949,0,0,0.671264068
11,2.032516696,1.972719628,0,0.293798528,0,0,0.688722464
11.05,2.018236275,1.975224578,0,0.294822579,0,0,0.700465196
11.1,2.019270763,1.973162768,1,0.294753907,0,0,0.718151138
11.15,2.044730622,1.975913709,1,0.294838196,0,0,0.729941523
11.2,2.074173511,1.988730353,1,0.296797185,0,0,0.747631533
11.25,2.057246272,1.997080556,0,0.298680424,0,0,0.759496891
11.3,2.0372083,1.999152978,0,0.299820681,0,0,0.777411439
11.35,2.04375563,1.997282636,1,0.299587494,0,0,0.789400465
11.4,2.079728632,2.003330295,1,0.300082688,0,0,0.807376492
11.45,2.09841609,2.012611544,1,0.301582942,0,0,0.819378149
11.5,2.073539991,2.022644171,0,0.304075645,0,0,0.837468125
11.55,2.061210989,2.022797856,0,0.304559081,0,0,0.849622842
11.6,2.081129114,2.021282391,1,0.304202325,0,0,0.867894775
11.65,2.103493805,2.026741198,1,0.304774199,0,0,0.880064057
11.7,2.114525584,2.040689402,0,0.307224888,0,0,0.898348603
11.75,2.097069998,2.045823413,0,0.308720732,0,0,0.910629429
11.8,2.079573976,2.044775543,0,0.309120189,0,0,0.929147687
11.85,2.104426282,2.044232266,1,0.308801447,0,0,0.941511163
11.9,2.136292902,2.053812161,1,0.309996298,0,0,0.960040312
11.95,2.137592218,2.063412178,0,0.3117785,0,0,0.972436182
12,2.113330815,2.068901531,0,0.313595307,0,0,0.991136951
12.05,2.102412356,2.067273468,0,0.313628741,0,0,1.003674707
12.1,2.138884164,2.068663691,1,0.313425161,0,0,1.02249232
12.15,2.158905287,2.076087461,1,0.314460236,0,0,1.035030005
12.2,2.150468127,2.08891274,0,0.317083463,0,0,1.053894169
12.25,2.135719441,2.090956407,0,0.318015073,0,0,1.066568764
12.3,2.136055018,2.088206103,1,0.317808428,0,0,1.085646563
12.35,2.161051246,2.090500325,1,0.317801191,0,0,1.098359588
12.4,2.189802138,2.102635288,1,0.319623572,0,0,1.117427684
12.45,2.172415857,2.110533293,0,0.321416191,0,0,1.130206552
12.5,2.151692736,2.111930779,0,0.322421192,0,0,1.149485548
12.55,2.157785566,2.109612712,1,0.322098282,0,0,1.162379046
12.6,2.193080199,2.114992115,1,0.322459558,0,0,1.181706019
12.65,2.211317654,2.12383007,1,0.323870976,0,0,1.194603197
12.7,2.185769899,2.133201052,0,0.326231087,0,0,1.214030751
12.75,2.172995348,2.132915829,0,0.326626566,0,0,1.227072128
12.8,2.192248462,2.130745268,1,0.32613853,0,0,1.246668403
12.85,2.214172012,2.13576951,1,0.326623318,0,0,1.259715571
12.9,2.224545362,2.1490691,0,0.328944026,0,0,1.279311355
12.95,2.206653,2.153772846,0,0.330353645,0,0,1.29246138
13,2.188505064,2.15208278,0,0.330624407,0,0,1.3122779
13.05,2.212924917,2.151113497,1,0.330220294,0,0,1.325501974
13.1,2.244146074,2.160057551,1,0.331287723,0,0,1.345316538
13.15,2.245017215,2.169235777,0,0.332985399,0,0,1.358564489
13.2,2.220116736,2.17409558,0,0.334676045,0,0,1.378537954
13.25,2.208774341,2.1720499,0,0.334625789,0,0,1.39191936
13.3,2.244613396,2.172816803,1,0.334297297,0,0,1.411997075
13.35,2.264214777,2.179827088,1,0.33524951,0,0,1.425370062
13.4,2.255151126,2.192035216,0,0.337749061,0,0,1.445481859
13.45,2.239986852,2.193669489,0,0.338598629,0,0,1.458983489
13.5,2.239702137,2.190308141,1,0.338269531,0,0,1.479296575
13.55,2.264286889,2.192197021,1,0.338181065,0,0,1.492828453
13.6,2.292423628,2.203726985,1,0.339882205,0,0,1.513119612
13.65,2.274629942,2.211223659,0,0.341594397,0,0,1.52670923
13.7,2.253298745,2.212022133,0,0.342479357,0,0,1.547199186
13.75,2.258988202,2.209306706,1,0.342076817,0,0,1.560895411
13.8,2.293680776,2.214093026,1,0.34231924,0,0,1.581421362
13.85,2.31151885,2.222537552,1,0.343651816,0,0,1.595113323
13.9,2.285374993,2.231321319,0,0.345894249,0,0,1.61572799
13.95,2.272205012,2.230646562,0,0.346211666,0,0,1.629556285
14,2.290867924,2.227894597,1,0.345607117,0,0,1.650327927
14.05,2.312399958,2.232533158,1,0.346014616,0,0,1.664154227
14.1,2.322188945,2.245257097,0,0.348219963,0,0,1.684913746
14.15,2.303908941,2.24957898,0,0.349553058,0,0,1.698835193
14.2,2.285182425,2.247318958,0,0.349709602,0,0,1.719803933
14.25,2.309218472,2.24597159,1,0.349229721,0,0,1.733791795
14.3,2.339866774,2.254351329,1,0.350184062,0,0,1.754747178
14.35,2.340357906,2.263155211,0,0.35180672,0,0,1.76875136
14.4,2.314890242,2.267456284,0,0.353385398,0,0,1.789854354
14.45,2.303171598,2.265039964,0,0.353260866,0,0,1.803984508
14.5,2.338449079,2.265253665,1,0.352821512,0,0,1.825180575
14.55,2.357677936,2.271896978,1,0.353700185,0,0,1.8392949
14.6,2.348058268,2.283557379,0,0.356089972,0,0,1.860513982
14.65,2.332525155,2.284828311,0,0.356866728,0,0,1.874749615
14.7,2.331689926,2.280924655,1,0.356428952,0,0,1.896159029
14.75,2.355909489,2.28245379,1,0.356268393,0,0,1.910417647
14.8,2.383501161,2.293446813,1,0.357861931,0,0,1.931794285
14.85,2.3653459,2.300587301,0,0.359502745,0,0,1.946103451
14.9,2.34347503,2.300854147,0,0.360281167,0,0,1.967668146
14.95,2.348806489,2.29778606,1,0.359807954,0,0,1.982076798
15,2.38296473,2.302046012,1,0.359944893,0,0,2.003666853
15.05,2.400448349,2.310141367,1,0.361207496,0,0,2.018064192
15.1,2.373775446,2.318403975,0,0.36334549,1,0,2.039732433
15.15,2.360254519,2.317383502,0,0.363593626,1,2.735130118,1.951672867
15.2,2.37839362,2.314115535,1,0.362885671,1,2.543870448,1.815198077
15.25,2.399578179,2.318411802,1,0.363224574,1,2.424977423,1.730361056
15.3,2.408848539,2.330624845,0,0.365327539,1,2.258700654,1.611713005
15.35,2.390224499,2.33460782,0,0.366592717,1,2.155474333,1.53805508
15.4,2.370984488,2.331841958,0,0.366647891,1,2.011199983,1.435107021
15.45,2.394679903,2.330159036,1,0.366100766,1,1.921547158,1.371134567
15.5,2.424819791,2.338037941,1,0.36695474,1,1.796106569,1.281625482
15.55,2.424973663,2.346509589,0,0.368510819,1,1.718192738,1.226029477
15.6,2.399002615,2.350314782,0,0.369990123,1,1.609337517,1.148355007
15.65,2.386950047,2.347569517,0,0.369799671,1,1.541768093,1.100140331
15.7,2.421729127,2.347292246,1,0.369261928,1,1.44725253,1.032698034
15.75,2.440627364,2.353609868,1,0.370075333,1,1.388488363,0.990766416
15.8,2.430514227,2.364784155,0,0.372367703,0,1.306352355,0.932157644
15.85,2.414653766,2.36573262,0,0.373079836,0,0,0.942690203
15.9,2.41332995,2.36134766,1,0.372545608,0,0,0.965072619
15.95,2.437225404,2.362557518,1,0.372321066,0,0,0.979976225
16,2.464333324,2.373074,1,0.373819106,0,0,1.002316237
16.05,2.445857162,2.379898371,0,0.37539657,0,0,1.017264008
16.1,2.423507326,2.379693392,0,0.376080439,0,0,1.039782544
16.15,2.435065504,2.376434315,1,0.37561117,0,0,1.054823482
16.2,2.466980235,2.381985072,1,0.375970528,0,0,1.077361716
16.25,2.467569846,2.389666352,0,0.377300028,0,0,1.09239934
16.3,2.441757695,2.392793132,0,0.378580939,0,0,1.11503291
16.35,2.432984485,2.389760543,1,0.378309226,0,0,1.130171877
16.4,2.469455924,2.390611579,1,0.377973555,0,0,1.152871337
16.45,2.487438221,2.397495648,1,0.378909696,0,0,1.167991398
16.5,2.460822848,2.404650477,0,0.380739705,0,0,1.190722859
16.55,2.447117442,2.403122419,0,0.380852818,0,0,1.205946347
16.6,2.470620773,2.400125432,1,0.380168292,0,0,1.228797139
16.65,2.490475692,2.405059394,1,0.380629383,0,0,1.244006153
16.7,2.48085789,2.415118191,0,0.38259233,0,0,1.266842379
16.75,2.465022651,2.415636234,0,0.383175928,0,0,1.282139529
16.8,2.470084665,2.410931356,1,0.382581932,0,0,1.305128139
16.85,2.492477744,2.413241347,1,0.382517525,0,0,1.320433396
16.9,2.502286703,2.423775644,0,0.3841628,0,0,1.343384663
16.95,2.48360672,2.427066398,0,0.385236617,0,0,1.35874569
17,2.467347376,2.423542237,1,0.385092955,0,0,1.381856308
17.05,2.493172996,2.422325718,1,0.384619776,0,0,1.397260505
17.1,2.52144772,2.430956293,1,0.38562251,0,0,1.420339269
17.15,2.503183436,2.437102305,0,0.386999308,0,0,1.435760827
17.2,2.48078144,2.436260889,0,0.387497656,0,0,1.458976196
17.25,2.492187352,2.432699864,1,0.386945064,0,0,1.474474441
17.3,2.523801328,2.437875178,1,0.387207742,0,0,1.497692987
17.35,2.524169617,2.445329801,0,0.38848263,0,0,1.513180421
17.4,2.49801559,2.448130217,0,0.389688824,0,0,1.536485129
17.45,2.489013175,2.444883681,1,0.389369971,0,0,1.552068662
17.5,2.5251426,2.445415392,1,0.388965779,0,0,1.575431923
17.55,2.542898816,2.452086867,1,0.389857166,0,0,1.590991901
17.6,2.51594747,2.458922941,0,0.391620959,0,0,1.61438036
17.65,2.5020201,2.457182536,0,0.39169039,0,0,1.630039319
17.7,2.525193247,2.453867501,1,0.390940887,0,0,1.653540511
17.75,2.544829731,2.458589889,1,0.391358976,0,0,1.669180645
17.8,2.534886577,2.468332226,0,0.393257839,0,0,1.69266079
17.85,2.518835859,2.468639996,0,0.393798974,0,0,1.708384774
17.9,2.523576638,2.463620892,1,0.393141648,0,0,1.732010908
17.95,2.545756817,2.465722246,1,0.393035254,0,0,1.747738765
18,2.555248218,2.475944929,0,0.394617887,0,0,1.771321235
18.05,2.536357687,2.479028865,0,0.395650163,0,0,1.787100675
18.1,2.5197842,2.4751959,1,0.395444513,0,0,1.810836244
18.15,2.545401489,2.473774477,1,0.39493022,0,0,1.82665471
18.2,2.573365327,2.482099157,1,0.395871595,0,0,1.850352238
18.25,2.554894846,2.488042219,0,0.397207695,0,0,1.866183963
18.3,2.532185121,2.486897854,0,0.397645302,0,0,1.890011971
18.35,2.543386915,2.483135849,1,0.397052418,0,0,1.905916325
18.4,2.574696251,2.488011169,1,0.397254961,0,0,1.929741446
18.45,2.574862463,2.495266778,0,0.398489959,0,0,1.945630969
18.5,2.548406834,2.497770144,0,0.399636615,0,0,1.96953625
18.55,2.539204354,2.494326553,1,0.399278269,0,0,1.985517893
18.6,2.575035174,2.494564142,1,0.39881513,0,0,2.009475783
18.65,2.59259331,2.501040505,1,0.399667415,0,0,2.025429932
18.7,2.565346322,2.507585359,0,0.401372845,1,0,2.049407136
18.75,2.551222835,2.50565177,0,0.40140356,1,2.75008424,1.962343495
18.8,2.574103269,2.502048394,1,0.400596273,1,2.560668769,1.827184647
18.85,2.59354558,2.506579507,1,0.40097603,1,2.442916214,1.743161416
18.9,2.58331261,2.516036355,0,0.40281768,1,2.278237113,1.625653393
18.95,2.567069641,2.516154742,0,0.403320862,1,2.175990689,1.552694681
19,2.571523474,2.510852972,1,0.40260689,1,2.033027052,1.450681892
19.05,2.593513305,2.512766816,1,0.40246292,1,1.944148025,1.387261587
19.1,2.6027206,2.522709629,0,0.403989467,1,1.819815519,1.298543183
19.15,2.583641604,2.525607911,0,0.404984539,1,1.74262517,1.243463424
19.2,2.566786823,2.521497846,1,0.404723357,1,1.634743459,1.16648361
19.25,2.592217512,2.519892606,1,0.404172227,1,1.567690198,1.118637247
19.3,2.619902839,2.527942927,1,0.405058622,1,1.473857693,1.05168235
19.35,2.601247605,2.53370399,0,0.40635825,1,1.415588311,1.01010379
19.4,2.578262126,2.532287982,0,0.406741419,1,1.334190799,0.952021977
19.45,2.589280995,2.528345779,1,0.406112424,1,1.283629303,0.915943437
19.5,2.620317306,2.532952143,1,0.406261069,0,1.212862419,0.86544719
19.55,2.620302403,2.540029339,0,0.407460312,0,0,0.877654263
19.6,2.59357645,2.54226641,0,0.408553604,0,0,0.902097884
19.65,2.584194647,2.53864617,1,0.408159857,0,0,0.918436384
19.7,2.619757818,2.538620099,1,0.407643881,0,0,0.942927288
19.75,2.637138407,2.544921561,1,0.408461116,0,0,0.959234763
19.8,2.609626418,2.551205366,0,0.410114232,0,0,0.983739706
19.85,2.59532714,2.549098606,0,0.410110244,0,0,1.000138765
19.9,2.617945195,2.545236763,1,0.409251161,0,0,1.024745393
19.95,2.637213455,2.54959642,1,0.409596558,0,0,1.041118303
20,2.626720703,2.558797357,0,0.411386925,0,0,1.065692945
20.05,2.610305405,2.558745985,0,0.411856087,0,0,1.082142454
20.1,2.614502027,2.553190837,1,0.411091339,0,0,1.106852255
20.15,2.636321234,2.554936602,1,0.410913685,0,0,1.123298458
20.2,2.645273862,2.564628545,0,0.412389958,0,0,1.147953871
20.25,2.626025932,2.56736041,0,0.41335168,0,0,1.164444549
20.3,2.608919004,2.563001957,1,0.413040722,0,0,1.189242444
20.35,2.63418243,2.561231947,1,0.412456573,0,0,1.205765109
20.4,2.661618106,2.569036338,1,0.413293683,0,0,1.230514451
