Time,Tank_1,Tank_2,Tank_3,Pump_1,Pump_2,Flow_sensor_4
09/04/2021 18:27,4,2,1214,0,0,0
09/04/2021 18:27,3,2,1196,0,0,0
09/04/2021 18:27,3,3,1183,0,0,0
09/04/2021 18:27,4,3,1164,0,0,0
09/04/2021 18:27,4,2,1152,0,0,0
09/04/2021 18:27,4,3,1139,0,0,0
09/04/2021 18:27,4,3,1121,0,0,0
09/04/2021 18:27,4,3,1108,0,0,0
09/04/2021 18:27,4,3,1090,0,0,0
09/04/2021 18:27,4,4,1077,0,0,0
09/04/2021 18:27,4,3,1059,0,0,0
09/04/2021 18:27,4,3,1046,0,0,0
09/04/2021 18:27,4,3,1030,0,0,0
09/04/2021 18:27,3,3,1017,0,0,0
09/04/2021 18:27,4,3,1000,0,0,0
09/04/2021 18:27,4,4,986,0,0,0
09/04/2021 18:27,4,2,974,0,0,0
09/04/2021 18:27,4,2,957,0,0,0
09/04/2021 18:27,4,2,943,0,0,0
09/04/2021 18:27,4,3,928,0,0,0
09/04/2021 18:27,4,3,916,0,0,0
09/04/2021 18:27,3,3,900,0,0,0
09/04/2021 18:27,4,3,886,0,0,0
09/04/2021 18:27,4,4,870,0,0,0
09/04/2021 18:27,4,3,857,0,0,0
09/04/2021 18:27,4,3,845,0,0,0
09/04/2021 18:27,4,3,827,0,0,0
09/04/2021 18:27,5,3,816,0,0,0
09/04/2021 18:27,4,3,800,0,0,0
09/04/2021 18:27,4,3,788,0,0,0
09/04/2021 18:27,4,3,771,0,0,0
09/04/2021 18:27,4,4,758,0,0,0
09/04/2021 18:28,5,4,742,0,0,0
09/04/2021 18:28,4,4,730,0,0,0
09/04/2021 18:28,4,4,716,0,0,0
09/04/2021 18:28,4,3,701,0,0,0
09/04/2021 18:28,5,3,689,0,0,0
09/04/2021 18:28,4,3,672,0,0,0
09/04/2021 18:28,4,3,659,0,0,0
09/04/2021 18:28,4,3,643,0,0,0
09/04/2021 18:28,4,3,631,0,0,0
09/04/2021 18:28,4,2,614,0,0,0
09/04/2021 18:28,0,4,601,0,1,0
09/04/2021 18:28,1,4,590,0,1,0
09/04/2021 18:28,68,3,573,0,1,0
09/04/2021 18:28,140,3,561,0,1,0
09/04/2021 18:28,215,3,544,0,1,0
09/04/2021 18:28,261,3,532,0,1,0
09/04/2021 18:28,311,4,514,0,1,0
09/04/2021 18:28,359,4,503,0,1,0
09/04/2021 18:28,395,3,488,0,1,0
09/04/2021 18:28,432,4,475,0,1,0
09/04/2021 18:28,467,4,460,0,1,0
09/04/2021 18:28,480,4,447,0,1,0
09/04/2021 18:28,524,3,436,0,1,0
09/04/2021 18:28,546,4,419,0,1,0
09/04/2021 18:28,593,2,406,0,1,0
09/04/2021 18:28,595,4,390,0,1,0
09/04/2021 18:28,634,3,378,0,1,0
09/04/2021 18:28,671,3,360,0,1,0
09/04/2021 18:28,709,3,352,0,1,0
09/04/2021 18:28,724,3,333,0,1,0
09/04/2021 18:28,751,4,320,0,1,0
09/04/2021 18:28,807,3,308,0,1,0
09/04/2021 18:28,800,3,291,0,1,0
09/04/2021 18:28,839,4,277,0,1,0
09/04/2021 18:28,867,3,259,0,1,0
09/04/2021 18:28,909,4,246,0,1,0
09/04/2021 18:28,933,4,227,0,1,0
09/04/2021 18:28,956,4,215,0,1,0
09/04/2021 18:28,967,3,194,0,1,0
09/04/2021 18:28,1016,3,177,0,1,0
09/04/2021 18:28,1051,3,162,0,1,0
09/04/2021 18:28,1081,3,139,0,1,0
09/04/2021 18:28,1099,5,122,0,1,0
09/04/2021 18:28,1141,3,93,0,1,0
09/04/2021 18:28,1159,4,60,0,1,0
09/04/2021 18:28,1198,4,10,1,1,0
09/04/2021 18:28,1215,6,6,1,1,0
09/04/2021 18:28,1258,4,8,1,1,0
09/04/2021 18:28,1289,51,9,1,1,0
09/04/2021 18:28,1300,126,8,1,1,0
09/04/2021 18:28,1345,156,7,1,1,0
09/04/2021 18:28,1339,196,8,1,1,0
09/04/2021 18:28,1390,256,10,1,1,0
09/04/2021 18:28,1419,274,7,1,1,0
09/04/2021 18:28,1437,296,9,1,1,0
09/04/2021 18:28,1462,317,8,1,1,0
09/04/2021 18:28,1505,355,8,1,1,0
09/04/2021 18:28,1527,374,9,1,1,0
09/04/2021 18:28,1558,422,9,1,1,0
09/04/2021 18:28,1595,430,9,1,1,0
09/04/2021 18:29,1627,455,7,1,1,0
09/04/2021 18:29,1646,489,8,1,1,0
09/04/2021 18:29,1680,507,7,1,1,0
09/04/2021 18:29,1710,555,8,1,1,0
09/04/2021 18:29,1750,557,10,1,1,0
09/04/2021 18:29,1772,571,10,1,1,0
09/04/2021 18:29,1791,616,11,1,1,0
09/04/2021 18:29,1821,620,8,1,1,0
09/04/2021 18:29,1839,647,8,1,1,0
09/04/2021 18:29,1887,680,8,1,1,0
09/04/2021 18:29,1910,701,9,1,1,0
09/04/2021 18:29,1932,718,8,1,1,0
09/04/2021 18:29,1961,740,7,1,1,0
09/04/2021 18:29,1973,772,8,1,0,0
09/04/2021 18:29,1963,795,8,1,0,0
09/04/2021 18:29,1951,799,9,1,0,0
09/04/2021 18:29,1935,837,9,1,0,0
09/04/2021 18:29,1920,853,10,1,0,0
09/04/2021 18:29,1903,879,8,1,0,0
09/04/2021 18:29,1889,892,9,1,0,0
09/04/2021 18:29,1879,922,11,1,0,0
09/04/2021 18:29,1859,954,9,1,0,0
09/04/2021 18:29,1849,964,9,1,0,0
09/04/2021 18:29,1831,1002,7,1,0,0
09/04/2021 18:29,1816,1016,9,1,0,0
09/04/2021 18:29,1798,1039,8,1,0,0
09/04/2021 18:29,1785,1059,9,1,0,0
09/04/2021 18:29,1768,1087,9,1,0,0
09/04/2021 18:29,1753,1104,10,1,0,0
09/04/2021 18:29,1738,1127,9,1,0,0
09/04/2021 18:29,1724,1150,9,1,0,0
09/04/2021 18:29,1711,1172,9,1,0,0
09/04/2021 18:29,1694,1208,10,1,0,0
09/04/2021 18:29,1681,1222,10,1,0,0
09/04/2021 18:29,1665,1241,8,1,0,0
09/04/2021 18:29,1648,1272,8,1,0,0
09/04/2021 18:29,1629,1278,8,1,0,0
09/04/2021 18:29,1615,1321,9,1,0,0
09/04/2021 18:29,1598,1324,10,1,0,0
09/04/2021 18:29,1587,1357,9,1,0,0
09/04/2021 18:29,1577,1361,8,1,0,0
09/04/2021 18:29,1552,1402,9,1,0,0
09/04/2021 18:29,1544,1409,10,1,0,0
09/04/2021 18:29,1525,1438,8,1,0,0
09/04/2021 18:29,1512,1475,10,1,0,0
09/04/2021 18:29,1497,1479,9,1,0,0
09/04/2021 18:29,1480,1509,9,1,0,0
09/04/2021 18:29,1465,1551,9,1,0,0
09/04/2021 18:29,1452,1554,9,1,0,0
09/04/2021 18:29,1434,1571,9,1,0,0
09/04/2021 18:29,1422,1602,8,1,0,0
09/04/2021 18:29,1406,1611,9,1,0,0
09/04/2021 18:29,1389,1650,9,1,0,0
09/04/2021 18:29,1376,1663,10,1,0,0
09/04/2021 18:29,1361,1689,9,1,0,0
09/04/2021 18:29,1348,1706,7,1,0,0
09/04/2021 18:29,1329,1738,9,1,0,0
09/04/2021 18:29,1317,1758,9,1,0,0
09/04/2021 18:29,1297,1783,9,1,0,0
09/04/2021 18:29,1290,1802,9,1,0,0
09/04/2021 18:30,1274,1817,10,1,0,0
09/04/2021 18:30,1258,1844,11,1,0,0
09/04/2021 18:30,1243,1868,9,1,0,0
09/04/2021 18:30,1228,1921,9,1,0,0
09/04/2021 18:30,1215,1907,7,1,0,0
09/04/2021 18:30,1199,1940,11,1,0,0
09/04/2021 18:30,1183,1939,56,0,0,0
09/04/2021 18:30,1167,1922,112,0,0,0
09/04/2021 18:30,1153,1904,151,0,0,0
09/04/2021 18:30,1133,1884,191,0,0,0
09/04/2021 18:30,1125,1852,252,0,0,0
09/04/2021 18:30,1122,1827,294,0,0,0
09/04/2021 18:30,1110,1796,341,0,0,0
09/04/2021 18:30,1098,1771,418,0,0,0
09/04/2021 18:30,1080,1740,457,0,0,0
09/04/2021 18:30,1069,1716,482,0,0,0
09/04/2021 18:30,1053,1685,500,0,0,0
09/04/2021 18:30,1041,1659,547,0,0,0
09/04/2021 18:30,1029,1637,559,0,0,0
09/04/2021 18:30,1013,1605,593,0,0,0
09/04/2021 18:30,1001,1582,609,0,0,0
09/04/2021 18:30,985,1550,636,0,0,0
09/04/2021 18:30,972,1527,670,0,0,0
09/04/2021 18:30,956,1495,697,0,0,0
09/04/2021 18:30,944,1472,731,0,0,0
09/04/2021 18:30,928,1442,768,0,0,0
09/04/2021 18:30,916,1417,791,0,0,0
09/04/2021 18:30,902,1395,811,0,0,0
09/04/2021 18:30,887,1365,817,0,0,0
09/04/2021 18:30,876,1343,859,0,0,0
09/04/2021 18:30,859,1314,895,0,0,0
09/04/2021 18:30,847,1291,920,0,0,0
09/04/2021 18:30,830,1261,947,0,0,0
09/04/2021 18:30,819,1238,983,0,0,0
09/04/2021 18:30,804,1209,1018,0,0,0
09/04/2021 18:30,791,1186,1043,0,0,0
09/04/2021 18:30,775,1158,1075,0,0,0
09/04/2021 18:30,762,1136,1105,0,0,0
09/04/2021 18:30,752,1113,1116,0,0,0
09/04/2021 18:30,736,1083,1168,0,0,0
09/04/2021 18:30,724,1063,1193,0,0,0
09/04/2021 18:30,708,1035,1221,0,0,0
09/04/2021 18:30,696,1013,1249,0,0,0
09/04/2021 18:30,680,983,1282,0,0,0
09/04/2021 18:30,668,962,1303,0,0,0
09/04/2021 18:30,652,932,1347,0,0,0
09/04/2021 18:30,641,910,1367,0,0,0
09/04/2021 18:30,629,889,1388,0,0,0
09/04/2021 18:30,613,861,1425,0,0,0
09/04/2021 18:30,601,838,1443,0,0,0
09/04/2021 18:30,585,808,1478,0,0,0
09/04/2021 18:30,572,788,1502,0,0,0
09/04/2021 18:30,557,759,1531,0,0,0
09/04/2021 18:30,544,739,1556,0,0,0
09/04/2021 18:30,527,709,1591,0,0,0
09/04/2021 18:30,515,689,1606,0,0,0
09/04/2021 18:30,498,669,1630,0,0,0
09/04/2021 18:30,486,641,1663,0,0,0
09/04/2021 18:30,471,619,1684,0,0,0
09/04/2021 18:30,454,591,1717,0,0,0
09/04/2021 18:31,442,569,1734,0,0,0
09/04/2021 18:31,423,540,1766,0,0,0
09/04/2021 18:31,411,519,1791,0,0,0
09/04/2021 18:31,393,489,1817,0,0,0
09/04/2021 18:31,379,467,1843,0,0,0
09/04/2021 18:31,360,437,1865,0,0,0
09/04/2021 18:31,346,415,1894,0,0,0
09/04/2021 18:31,330,391,1915,0,0,0
09/04/2021 18:31,309,359,1948,0,0,0
09/04/2021 18:31,292,334,1967,0,0,0
09/04/2021 18:31,271,301,1997,0,0,0
09/04/2021 18:31,252,274,2016,0,0,0
09/04/2021 18:31,226,237,2043,0,0,0
09/04/2021 18:31,204,206,2055,0,0,0
09/04/2021 18:31,170,163,2057,0,0,0
09/04/2021 18:31,141,130,2065,0,0,0
09/04/2021 18:31,108,105,2069,0,0,0
09/04/2021 18:31,60,68,2073,0,0,0
09/04/2021 18:31,20,37,2075,0,0,0
09/04/2021 18:31,0,2,2072,0,0,0
09/04/2021 18:31,0,3,2055,0,0,0
09/04/2021 18:31,0,3,2039,0,0,0
09/04/2021 18:31,0,4,2025,0,0,0
09/04/2021 18:31,0,4,2004,0,0,0
09/04/2021 18:31,0,3,1990,0,0,0
09/04/2021 18:31,0,4,1975,0,0,0
09/04/2021 18:31,0,4,1956,0,0,0
09/04/2021 18:31,0,4,1943,0,0,0
09/04/2021 18:31,0,4,1924,0,0,0
09/04/2021 18:31,0,4,1910,0,0,0
09/04/2021 18:31,0,4,1891,0,0,0
09/04/2021 18:31,0,4,1878,0,0,0
09/04/2021 18:31,0,4,1862,0,0,0
09/04/2021 18:31,0,4,1851,0,0,0
09/04/2021 18:31,0,4,1839,0,0,0
09/04/2021 18:31,0,4,1823,0,0,0
09/04/2021 18:31,0,4,1809,0,0,0
09/04/2021 18:31,0,5,1789,0,0,0
09/04/2021 18:31,0,4,1776,0,0,0
09/04/2021 18:31,0,5,1757,0,0,0
09/04/2021 18:31,0,5,1743,0,0,0
09/04/2021 18:31,0,5,1724,0,0,0
09/04/2021 18:31,0,4,1711,0,0,0
09/04/2021 18:31,1,5,1691,0,0,0
09/04/2021 18:31,0,4,1678,0,0,0
09/04/2021 18:31,1,4,1664,0,0,0
09/04/2021 18:31,1,4,1646,0,0,0
09/04/2021 18:31,1,4,1632,0,0,0
09/04/2021 18:31,1,4,1614,0,0,0
09/04/2021 18:31,1,6,1600,0,0,0
09/04/2021 18:31,2,5,1581,0,0,0
09/04/2021 18:31,1,5,1568,0,0,0
09/04/2021 18:31,2,5,1550,0,0,0
09/04/2021 18:31,1,4,1535,0,0,0
09/04/2021 18:31,2,4,1521,0,0,0
09/04/2021 18:31,2,5,1504,0,0,0
09/04/2021 18:31,2,5,1489,0,0,0
09/04/2021 18:31,1,6,1472,0,0,0
09/04/2021 18:31,2,5,1458,0,0,0
09/04/2021 18:31,1,5,1439,0,0,0
09/04/2021 18:32,1,5,1426,0,0,0
09/04/2021 18:32,2,6,1407,0,0,0
09/04/2021 18:32,2,5,1396,0,0,0
09/04/2021 18:32,2,5,1381,0,0,0
09/04/2021 18:32,1,6,1363,0,0,0
09/04/2021 18:32,2,5,1350,0,0,0
09/04/2021 18:32,2,5,1332,0,0,0
09/04/2021 18:32,1,5,1319,0,0,0
09/04/2021 18:32,1,6,1300,0,0,0
09/04/2021 18:32,2,5,1287,0,0,0
09/04/2021 18:32,2,5,1269,0,0,0
09/04/2021 18:32,2,5,1256,0,0,0
09/04/2021 18:32,1,6,1238,0,0,0
09/04/2021 18:32,2,6,1226,0,0,0
09/04/2021 18:32,2,6,1212,0,0,0
09/04/2021 18:32,1,5,1193,0,0,0
09/04/2021 18:32,1,6,1181,0,0,0
09/04/2021 18:32,2,6,1163,0,0,0
09/04/2021 18:32,1,5,1149,0,0,0
09/04/2021 18:32,2,5,1132,0,0,0
09/04/2021 18:32,1,6,1118,0,0,0
09/04/2021 18:32,2,6,1101,0,0,0
09/04/2021 18:32,2,5,1089,0,0,0
09/04/2021 18:32,2,6,1076,0,0,0
09/04/2021 18:32,2,5,1058,0,0,0
09/04/2021 18:32,2,6,1045,0,0,0
09/04/2021 18:32,2,6,1028,0,0,0
09/04/2021 18:32,1,6,1014,0,0,0
09/04/2021 18:32,1,5,998,0,0,0
09/04/2021 18:32,2,6,985,0,0,0
09/04/2021 18:32,1,5,968,0,0,0
09/04/2021 18:32,1,6,954,0,0,0
09/04/2021 18:32,2,6,942,0,0,0
09/04/2021 18:32,2,5,926,0,0,0
09/04/2021 18:32,2,6,913,0,0,0
09/04/2021 18:32,2,6,897,0,0,0
09/04/2021 18:32,2,6,884,0,0,0
09/04/2021 18:32,2,5,867,0,0,0
09/04/2021 18:32,1,6,855,0,0,0
09/04/2021 18:32,2,6,839,0,0,0
09/04/2021 18:32,2,5,827,0,0,0
09/04/2021 18:32,2,6,810,0,0,0
09/04/2021 18:32,2,6,797,0,0,0
09/04/2021 18:32,2,6,785,0,0,0
09/04/2021 18:32,2,6,769,0,0,0
09/04/2021 18:32,2,6,756,0,0,0
09/04/2021 18:32,2,5,739,0,0,0
09/04/2021 18:32,2,5,728,0,0,0
09/04/2021 18:32,2,6,711,0,0,0
09/04/2021 18:32,2,6,699,0,0,0
09/04/2021 18:32,2,6,683,0,0,0
09/04/2021 18:32,2,6,669,0,0,0
09/04/2021 18:32,2,6,658,0,0,0
09/04/2021 18:32,3,6,641,0,0,0
09/04/2021 18:32,2,6,628,0,0,0
09/04/2021 18:32,2,6,611,0,0,0
09/04/2021 18:32,2,6,599,0,0,0
09/04/2021 18:32,2,6,583,0,0,4782
09/04/2021 18:32,1,6,569,0,1,4772
09/04/2021 18:32,7,6,554,0,1,4772
09/04/2021 18:33,91,5,542,0,1,4763
09/04/2021 18:33,193,5,531,0,1,4754
09/04/2021 18:33,232,5,515,0,1,4745
09/04/2021 18:33,276,6,502,0,1,4745
09/04/2021 18:33,330,5,486,0,1,4736
09/04/2021 18:33,355,6,471,0,1,4727
