time,Tank1WaterLevel,Tank2WaterLevel,Tank1InFlow,Tank2OutFlow,wt3_valve,Tank3OutFlow,Tank2.level
4.6,1.066417946,1.046714737,0,0.109111552,0,0,0.136996062
4.65,1.095291616,1.05013457,1,0.10958672,0,0,0.141355203
4.7,1.133160676,1.065629341,1,0.111966582,0,0,0.147928823
4.75,1.138441929,1.079152886,0,0.114534897,0,0,0.152399553
4.8,1.120123991,1.090498164,0,0.11752505,0,0,0.159263086
4.85,1.113148278,1.092754594,0,0.118336846,0,0,0.163954121
4.9,1.155504974,1.099942559,1,0.119295032,0,0,0.171051625
4.95,1.179429946,1.111212265,1,0.121100781,0,0,0.175820233
5,1.176819571,1.129777786,0,0.124874294,0,0,0.18308026
5.05,1.165936167,1.135629268,0,0.12656896,0,0,0.188062654
5.1,1.172040943,1.138562333,1,0.127501226,0,0,0.195651142
5.15,1.200864239,1.144626655,1,0.128249499,0,0,0.200748084
5.2,1.23532728,1.162388709,1,0.131199526,0,0,0.20844056
5.25,1.221730215,1.174019488,0,0.133740181,0,0,0.213678707
5.3,1.206662741,1.180988361,0,0.135861671,0,0,0.221694649
5.35,1.216507302,1.182366122,1,0.136279396,0,0,0.227122045
5.4,1.257401627,1.19326177,1,0.137746115,0,0,0.235297416
5.45,1.279353694,1.205758975,1,0.13989084,0,0,0.240802371
5.5,1.259350226,1.22059161,0,0.143345456,0,0,0.249188673
5.55,1.250253532,1.223929425,0,0.144466986,0,0,0.254910976
5.6,1.274996074,1.227166469,1,0.145062624,0,0,0.263575256
5.65,1.300561089,1.235777895,1,0.146266279,0,0,0.269375776
5.7,1.316369548,1.254431577,0,0.149659938,0,0,0.27814774
5.75,1.302082618,1.262687011,0,0.15178131,0,0,0.284122826
5.8,1.289316011,1.266298055,0,0.153114406,0,0,0.293222633
5.85,1.317305618,1.268845313,1,0.153415003,0,0,0.299342766
5.9,1.353854853,1.28303802,1,0.155534255,0,0,0.308546664
5.95,1.358260426,1.295697989,0,0.157929667,0,0,0.31476097
6,1.338635302,1.305754508,0,0.160661728,0,0,0.324228765
6.05,1.330792363,1.307156118,0,0.161302304,0,0,0.330646127
6.1,1.371854572,1.313068313,1,0.16200492,0,0,0.34032213
6.15,1.394920782,1.323491776,1,0.16364113,0,0,0.346799985
6.2,1.391028599,1.34079428,0,0.167161586,0,0,0.356612999
6.25,1.379294867,1.345807957,0,0.168688382,0,0,0.363287727
6.3,1.384130447,1.347490574,1,0.169370088,0,0,0.373403941
6.35,1.412111795,1.352725416,1,0.169952147,0,0,0.380176472
6.4,1.445318161,1.369249435,1,0.172654089,0,0,0.390371661
6.45,1.43088746,1.380058961,0,0.175030172,0,0,0.397268818
6.5,1.414575725,1.385802071,0,0.17690603,0,0,0.407762708
6.55,1.423594889,1.386366715,1,0.177160811,0,0,0.414832696
6.6,1.463257254,1.396048741,1,0.178384327,0,0,0.425461496
6.65,1.484392087,1.407740881,1,0.18036772,0,0,0.43259279
6.7,1.463168844,1.421371909,0,0.183581537,0,0,0.443408242
6.75,1.453262999,1.423912629,0,0.184543332,0,0,0.450740791
6.8,1.476797833,1.425959959,1,0.184900554,0,0,0.461810185
6.85,1.501561702,1.433782179,1,0.185946054,0,0,0.469205016
6.9,1.516174402,1.451257923,0,0.189103656,0,0,0.480358295
6.95,1.501094254,1.45873196,0,0.191068439,0,0,0.487911916
7,1.487143718,1.461176723,0,0.192167814,0,0,0.499369473
7.05,1.514347956,1.462950317,1,0.19231337,0,0,0.507052521
7.1,1.549724978,1.475988285,1,0.194201213,0,0,0.518590838
7.15,1.553352952,1.487882246,0,0.196443119,0,0,0.526352593
7.2,1.532567214,1.496795452,0,0.198946062,0,0,0.538131707
7.25,1.523954371,1.497438635,0,0.19943465,0,0,0.546081207
7.3,1.563867451,1.50221883,1,0.199910415,0,0,0.558045657
7.35,1.586171375,1.511891371,1,0.201396141,0,0,0.566040488
7.4,1.581141434,1.528073078,0,0.204691991,0,0,0.578119304
7.45,1.56865296,1.532343262,0,0.206069792,0,0,0.586295997
7.5,1.572362039,1.532916173,1,0.206529115,0,0,0.598655592
7.55,1.599596113,1.537414881,1,0.206963653,0,0,0.606915226
7.6,1.631687127,1.552840174,1,0.209445412,0,0,0.619331596
7.65,1.616516547,1.562920849,0,0.211675435,0,0,0.62770114
7.7,1.599100496,1.567576106,0,0.213333288,0,0,0.640394233
7.75,1.607387102,1.567419112,1,0.213443454,0,0,0.648922038
7.8,1.645956079,1.576024049,1,0.214451123,0,0,0.661728278
7.85,1.666365602,1.587001692,1,0.216291332,0,0,0.670302964
7.9,1.64405979,1.59956629,0,0.219291438,0,0,0.68327431
7.95,1.633435814,1.601399583,0,0.220111465,0,0,0.692035967
8,1.655898791,1.602391035,1,0.220257092,0,0,0.705239922
8.05,1.679951635,1.609512829,1,0.221162227,0,0,0.71404972
8.1,1.693503085,1.625943143,0,0.224110327,0,0,0.727316437
8.15,1.677718947,1.632723685,0,0.225936133,0,0,0.736271023
8.2,1.662717663,1.634133363,0,0.226828079,0,0,0.749821105
8.25,1.689224877,1.635220325,1,0.226836035,0,0,0.758891255
8.3,1.723561549,1.64723345,1,0.228518501,0,0,0.77250139
8.35,1.726499396,1.658447573,0,0.230624168,0,0,0.781636522
8.4,1.704683603,1.666346078,0,0.232923766,0,0,0.795466953
8.45,1.695387462,1.66631615,0,0.233277464,0,0,0.804776239
8.5,1.734280679,1.670091685,1,0.233551897,0,0,0.818771707
8.55,1.755908067,1.679097775,1,0.234904067,0,0,0.828112869
8.6,1.749868355,1.694284764,0,0.238000577,0,0,0.842202605
8.65,1.73671004,1.697895093,0,0.239246144,0,0,0.851712307
8.7,1.73941934,1.697483128,1,0.239508099,0,0,0.866062923
8.75,1.765990201,1.70132851,1,0.239811712,0,0,0.875642374
8.8,1.797091329,1.715778673,1,0.242098056,0,0,0.890030065
8.85,1.781264099,1.725212488,0,0.244198449,0,0,0.899706366
8.9,1.762867957,1.728902264,0,0.245662821,0,0,0.914351272
8.95,1.770504411,1.72810481,1,0.24564464,0,0,0.924172903
9,1.808102996,1.73575382,1,0.246460742,0,0,0.938911642
9.05,1.827868801,1.746097341,1,0.248173874,0,0,0.948767352
9.1,1.804602199,1.757715471,0,0.25098431,0,0,0.963652074
9.15,1.793340874,1.758920916,0,0.251678517,0,0,0.973682078
9.2,1.814852569,1.758975268,1,0.251636349,0,0,0.988780475
9.25,1.838274371,1.765475426,1,0.25241691,0,0,0.998846069
9.3,1.850883952,1.780977912,0,0.255179074,0,0,1.013988482
9.35,1.834475016,1.78714297,0,0.256881539,0,0,1.024186438
9.4,1.818541183,1.787634001,0,0.257589389,0,0,1.039593655
9.45,1.844429782,1.788111569,1,0.257475223,0,0,1.049894871
9.5,1.877843133,1.799215138,1,0.258975416,0,0,1.065343765
9.55,1.880168487,1.809825898,0,0.26096017,0,0,1.075697781
9.6,1.857438509,1.816823847,0,0.263079297,0,0,1.091348776
9.65,1.847535936,1.816196525,0,0.263313278,0,0,1.101864884
9.7,1.885524015,1.819080416,1,0.263409027,0,0,1.1176629
9.75,1.906550971,1.827495025,1,0.264642665,0,0,1.128198942
9.8,1.899615078,1.841799192,0,0.267562259,0,0,1.14407339
9.85,1.885862272,1.844823892,0,0.268690467,0,0,1.154766149
9.9,1.887684259,1.843537842,1,0.268777256,0,0,1.170883816
9.95,1.913666513,1.84680339,1,0.268964671,0,0,1.181634617
10,1.943889108,1.860388117,1,0.271077583,0,0,1.197771872
10.05,1.927479094,1.869247836,0,0.273062928,0,0,1.208607933
10.1,1.908213113,1.87208074,0,0.274355585,0,0,1.22498509
10.15,1.915272551,1.870714871,1,0.274223494,0,0,1.235955005
10.2,1.952009904,1.877515488,1,0.274869579,0,0,1.252408855
10.25,1.971204402,1.887296218,1,0.276469928,0,0,1.263401485
10.3,1.947085091,1.898074351,0,0.27911203,0,0,1.279984346
10.35,1.935258112,1.898722575,0,0.279694571,0,0,1.29114002
10.4,1.955925535,1.89794524,1,0.279485735,0,0,1.307919752
10.45,1.978787281,1.903893691,1,0.280155734,0,0,1.319099878
10.5,1.990560945,1.91857272,0,0.282752878,0,0,1.335906989
10.55,1.973597495,1.924191531,0,0.284345876,0,0,1.347208447
10.6,1.956836017,1.923867255,0,0.28489034,0,0,1.364263889
10.65,1.982175589,1.92380398,1,0.284667789,0,0,1.375657688
10.7,2.014769484,1.934100309,1,0.286006213,0,0,1.392738497
10.75,2.016551244,1.944175579,0,0.287883655,0,0,1.404174284
10.8,1.993009919,1.950374275,0,0.289842614,0,0,1.421441045
10.85,1.982569131,1.949216762,0,0.289970345,0,0,1.43302822
10.9,2.019753891,1.95130931,1,0.289907509,0,0,1.450426015
10.95,2.040247959,1.959198973,1,0.291035949,0,0,1.462022525
11,2.032516696,1.972719628,0,0.293798528,0,0,1.47948092
11.05,2.018236275,1.975224578,0,0.294822579,0,0,1.491223653
11.1,2.019270763,1.973162768,1,0.294753907,0,0,1.508909594
11.15,2.044730622,1.975913709,1,0.294838196,0,0,1.520699979
11.2,2.074173511,1.988730353,1,0.296797185,0,0,1.53838999
11.25,2.057246272,1.997080556,0,0.298680424,0,0,1.550255347
11.3,2.0372083,1.999152978,0,0.299820681,0,0,1.568169895
11.35,2.04375563,1.997282636,1,0.299587494,0,0,1.580158922
11.4,2.079728632,2.003330295,1,0.300082688,0,0,1.598134949
11.45,2.09841609,2.012611544,1,0.301582942,0,0,1.610136605
11.5,2.073539991,2.022644171,0,0.304075645,0,0,1.628226581
11.55,2.061210989,2.022797856,0,0.304559081,0,0,1.640381298
11.6,2.081129114,2.021282391,1,0.304202325,0,0,1.658653231
11.65,2.103493805,2.026741198,1,0.304774199,0,0,1.670822513
11.7,2.114525584,2.040689402,0,0.307224888,0,0,1.689107059
11.75,2.097069998,2.045823413,0,0.308720732,0,0,1.701387886
11.8,2.079573976,2.044775543,0,0.309120189,0,0,1.719906143
11.85,2.104426282,2.044232266,1,0.308801447,0,0,1.73226962
11.9,2.136292902,2.053812161,1,0.309996298,0,0,1.750798769
11.95,2.137592218,2.063412178,0,0.3117785,0,0,1.763194638
12,2.113330815,2.068901531,0,0.313595307,0,0,1.781895407
12.05,2.102412356,2.067273468,0,0.313628741,0,0,1.794433163
12.1,2.138884164,2.068663691,1,0.313425161,0,0,1.813250776
12.15,2.158905287,2.076087461,1,0.314460236,0,0,1.825788462
12.2,2.150468127,2.08891274,0,0.317083463,0,0,1.844652625
12.25,2.135719441,2.090956407,0,0.318015073,0,0,1.85732722
12.3,2.136055018,2.088206103,1,0.317808428,0,0,1.876405019
12.35,2.161051246,2.090500325,1,0.317801191,0,0,1.889118045
12.4,2.189802138,2.102635288,1,0.319623572,0,0,1.90818614
12.45,2.172415857,2.110533293,0,0.321416191,0,0,1.920965009
12.5,2.151692736,2.111930779,0,0.322421192,0,0,1.940244005
12.55,2.157785566,2.109612712,1,0.322098282,0,0,1.953137502
12.6,2.193080199,2.114992115,1,0.322459558,0,0,1.972464476
12.65,2.211317654,2.12383007,1,0.323870976,0,0,1.985361654
12.7,2.185769899,2.133201052,0,0.326231087,0,0,2.004789208
12.75,2.172995348,2.132915829,0,0.326626566,0,0,2.017830584
12.8,2.192248462,2.130745268,1,0.32613853,1,0,2.03742686
12.85,2.214172012,2.13576951,1,0.326623318,1,2.730044159,1.948043742
12.9,2.224545362,2.1490691,0,0.328944026,1,2.536212078,1.809733389
12.95,2.206653,2.153772846,0,0.330353645,1,2.415872846,1.723864416
13,2.188505064,2.15208278,0,0.330624407,1,2.247674781,1.60384541
13.05,2.212924917,2.151113497,1,0.330220294,1,2.143165789,1.529272225
13.1,2.244146074,2.160057551,1,0.331287723,1,1.996957915,1.424944486
13.15,2.245017215,2.169235777,0,0.332985399,1,1.906149368,1.360147357
13.2,2.220116736,2.17409558,0,0.334676045,1,1.779270259,1.269611806
13.25,2.208774341,2.1720499,0,0.334625789,1,1.700510893,1.213412462
13.3,2.244613396,2.172816803,1,0.334297297,1,1.590355824,1.134810476
13.35,2.264214777,2.179827088,1,0.33524951,1,1.521883378,1.085951442
13.4,2.255151126,2.192035216,0,0.337749061,1,1.426180176,1.017661696
13.45,2.239986852,2.193669489,0,0.338598629,1,1.366833431,0.975314374
13.5,2.239702137,2.190308141,1,0.338269531,0,1.283905166,0.916140281
13.55,2.264286889,2.192197021,1,0.338181065,0,0,0.925392476
13.6,2.292423628,2.203726985,1,0.339882205,0,0,0.945683635
13.65,2.274629942,2.211223659,0,0.341594397,0,0,0.959273252
13.7,2.253298745,2.212022133,0,0.342479357,0,0,0.979763209
13.75,2.258988202,2.209306706,1,0.342076817,0,0,0.993459433
13.8,2.293680776,2.214093026,1,0.34231924,0,0,1.013985384
13.85,2.31151885,2.222537552,1,0.343651816,0,0,1.027677346
13.9,2.285374993,2.231321319,0,0.345894249,0,0,1.048292013
13.95,2.272205012,2.230646562,0,0.346211666,0,0,1.062120308
14,2.290867924,2.227894597,1,0.345607117,0,0,1.08289195
14.05,2.312399958,2.232533158,1,0.346014616,0,0,1.09671825
14.1,2.322188945,2.245257097,0,0.348219963,0,0,1.117477768
14.15,2.303908941,2.24957898,0,0.349553058,0,0,1.131399216
14.2,2.285182425,2.247318958,0,0.349709602,0,0,1.152367955
14.25,2.309218472,2.24597159,1,0.349229721,0,0,1.166355818
14.3,2.339866774,2.254351329,1,0.350184062,0,0,1.187311201
14.35,2.340357906,2.263155211,0,0.35180672,0,0,1.201315382
14.4,2.314890242,2.267456284,0,0.353385398,0,0,1.222418376
14.45,2.303171598,2.265039964,0,0.353260866,0,0,1.23654853
14.5,2.338449079,2.265253665,1,0.352821512,0,0,1.257744597
14.55,2.357677936,2.271896978,1,0.353700185,0,0,1.271858922
14.6,2.348058268,2.283557379,0,0.356089972,0,0,1.293078004
14.65,2.332525155,2.284828311,0,0.356866728,0,0,1.307313637
14.7,2.331689926,2.280924655,1,0.356428952,0,0,1.328723052
14.75,2.355909489,2.28245379,1,0.356268393,0,0,1.342981669
14.8,2.383501161,2.293446813,1,0.357861931,0,0,1.364358308
14.85,2.3653459,2.300587301,0,0.359502745,0,0,1.378667473
14.9,2.34347503,2.300854147,0,0.360281167,0,0,1.400232168
14.95,2.348806489,2.29778606,1,0.359807954,0,0,1.41464082
15,2.38296473,2.302046012,1,0.359944893,0,0,1.436230875
15.05,2.400448349,2.310141367,1,0.361207496,0,0,1.450628214
15.1,2.373775446,2.318403975,0,0.36334549,0,0,1.472296455
15.15,2.360254519,2.317383502,0,0.363593626,0,0,1.486823148
15.2,2.37839362,2.314115535,1,0.362885671,0,0,1.508637939
15.25,2.399578179,2.318411802,1,0.363224574,0,0,1.523155725
15.3,2.408848539,2.330624845,0,0.365327539,0,0,1.54494807
15.35,2.390224499,2.33460782,0,0.366592717,0,0,1.559554162
15.4,2.370984488,2.331841958,0,0.366647891,0,0,1.581545508
15.45,2.394679903,2.330159036,1,0.366100766,0,0,1.596211239
15.5,2.424819791,2.338037941,1,0.36695474,0,0,1.618179109
15.55,2.424973663,2.346509589,0,0.368510819,0,0,1.632854452
15.6,2.399002615,2.350314782,0,0.369990123,0,0,1.654959914
15.65,2.386950047,2.347569517,0,0.369799671,0,0,1.669754588
15.7,2.421729127,2.347292246,1,0.369261928,0,0,1.691943203
15.75,2.440627364,2.353609868,1,0.370075333,0,0,1.706715473
15.8,2.430514227,2.364784155,0,0.372367703,0,0,1.728917282
15.85,2.414653766,2.36573262,0,0.373079836,0,0,1.743804348
15.9,2.41332995,2.36134766,1,0.372545608,0,0,1.766186765
15.95,2.437225404,2.362557518,1,0.372321066,0,0,1.78109037
16,2.464333324,2.373074,1,0.373819106,0,0,1.803430382
16.05,2.445857162,2.379898371,0,0.37539657,0,0,1.818378153
16.1,2.423507326,2.379693392,0,0.376080439,0,0,1.840896689
16.15,2.435065504,2.376434315,1,0.37561117,0,0,1.855937627
16.2,2.466980235,2.381985072,1,0.375970528,0,0,1.878475862
16.25,2.467569846,2.389666352,0,0.377300028,0,0,1.893513485
16.3,2.441757695,2.392793132,0,0.378580939,0,0,1.916147055
16.35,2.432984485,2.389760543,1,0.378309226,0,0,1.931286023
16.4,2.469455924,2.390611579,1,0.377973555,0,0,1.953985482
16.45,2.487438221,2.397495648,1,0.378909696,0,0,1.969105543
16.5,2.460822848,2.404650477,0,0.380739705,0,0,1.991837004
16.55,2.447117442,2.403122419,0,0.380852818,0,0,2.007060493
16.6,2.470620773,2.400125432,1,0.380168292,1,0,2.029911285
16.65,2.490475692,2.405059394,1,0.380629383,1,2.722985572,1.943007034
16.7,2.48085789,2.415118191,0,0.38259233,1,2.534078307,1.808210821
16.75,2.465022651,2.415636234,0,0.383175928,1,2.416781609,1.724512871
16.8,2.470084665,2.410931356,1,0.382581932,1,2.25277379,1.607483846
16.85,2.492477744,2.413241347,1,0.382517525,1,2.150823105,1.53473616
16.9,2.502286703,2.423775644,0,0.3841628,1,2.008213871,1.432976259
16.95,2.48360672,2.427066398,0,0.385236617,1,1.919671634,1.369796273
17,2.467347376,2.423542237,1,0.385092955,1,1.7959186,1.281491356
17.05,2.493172996,2.422325718,1,0.384619776,1,1.719008225,1.226611374
17.1,2.52144772,2.430956293,1,0.38562251,1,1.6113951,1.149823211
17.15,2.503183436,2.437102305,0,0.386999308,1,1.54456781,1.10213809
17.2,2.48078144,2.436260889,0,0.387497656,1,1.451206835,1.035519658
17.25,2.492187352,2.432699864,1,0.386945064,1,1.393216642,0.994140315
17.3,2.523801328,2.437875178,1,0.387207742,0,1.312065679,0.936234429
17.35,2.524169617,2.445329801,0,0.38848263,0,0,0.947348311
17.4,2.49801559,2.448130217,0,0.389688824,0,0,0.970653019
17.45,2.489013175,2.444883681,1,0.389369971,0,0,0.986236552
17.5,2.5251426,2.445415392,1,0.388965779,0,0,1.009599813
17.55,2.542898816,2.452086867,1,0.389857166,0,0,1.025159791
17.6,2.51594747,2.458922941,0,0.391620959,0,0,1.04854825
17.65,2.5020201,2.457182536,0,0.39169039,0,0,1.064207209
17.7,2.525193247,2.453867501,1,0.390940887,0,0,1.087708401
17.75,2.544829731,2.458589889,1,0.391358976,0,0,1.103348535
17.8,2.534886577,2.468332226,0,0.393257839,0,0,1.12682868
17.85,2.518835859,2.468639996,0,0.393798974,0,0,1.142552664
17.9,2.523576638,2.463620892,1,0.393141648,0,0,1.166178798
17.95,2.545756817,2.465722246,1,0.393035254,0,0,1.181906655
18,2.555248218,2.475944929,0,0.394617887,0,0,1.205489125
18.05,2.536357687,2.479028865,0,0.395650163,0,0,1.221268565
18.1,2.5197842,2.4751959,1,0.395444513,0,0,1.245004134
18.15,2.545401489,2.473774477,1,0.39493022,0,0,1.2608226
18.2,2.573365327,2.482099157,1,0.395871595,0,0,1.284520128
18.25,2.554894846,2.488042219,0,0.397207695,0,0,1.300351854
18.3,2.532185121,2.486897854,0,0.397645302,0,0,1.324179862
18.35,2.543386915,2.483135849,1,0.397052418,0,0,1.340084215
18.4,2.574696251,2.488011169,1,0.397254961,0,0,1.363909336
18.45,2.574862463,2.495266778,0,0.398489959,0,0,1.37979886
18.5,2.548406834,2.497770144,0,0.399636615,0,0,1.403704141
18.55,2.539204354,2.494326553,1,0.399278269,0,0,1.419685783
18.6,2.575035174,2.494564142,1,0.39881513,0,0,1.443643674
18.65,2.59259331,2.501040505,1,0.399667415,0,0,1.459597823
18.7,2.565346322,2.507585359,0,0.401372845,0,0,1.483575026
18.75,2.551222835,2.50565177,0,0.40140356,0,0,1.499624256
18.8,2.574103269,2.502048394,1,0.400596273,0,0,1.523708367
18.85,2.59354558,2.506579507,1,0.40097603,0,0,1.539734909
18.9,2.58331261,2.516036355,0,0.40281768,0,0,1.563792205
18.95,2.567069641,2.516154742,0,0.403320862,0,0,1.579898773
19,2.571523474,2.510852972,1,0.40260689,0,0,1.604096347
19.05,2.593513305,2.512766816,1,0.40246292,0,0,1.620203003
19.1,2.6027206,2.522709629,0,0.403989467,0,0,1.644351258
19.15,2.583641604,2.525607911,0,0.404984539,0,0,1.660505748
19.2,2.566786823,2.521497846,1,0.404723357,0,0,1.684801504
19.25,2.592217512,2.519892606,1,0.404172227,0,0,1.700991309
19.3,2.619902839,2.527942927,1,0.405058622,0,0,1.725243479
19.35,2.601247605,2.53370399,0,0.40635825,0,0,1.741442869
19.4,2.578262126,2.532287982,0,0.406741419,0,0,1.765820032
19.45,2.589280995,2.528345779,1,0.406112424,0,0,1.782088412
19.5,2.620317306,2.532952143,1,0.406261069,0,0,1.806457254
19.55,2.620302403,2.540029339,0,0.407460312,0,0,1.822707201
19.6,2.59357645,2.54226641,0,0.408553604,0,0,1.847150823
19.65,2.584194647,2.53864617,1,0.408159857,0,0,1.863489322
19.7,2.619757818,2.538620099,1,0.407643881,0,0,1.887980226
19.75,2.637138407,2.544921561,1,0.408461116,0,0,1.904287701
19.8,2.609626418,2.551205366,0,0.410114232,0,0,1.928792644
19.85,2.59532714,2.549098606,0,0.410110244,0,0,1.945191703
19.9,2.617945195,2.545236763,1,0.409251161,0,0,1.969798331
19.95,2.637213455,2.54959642,1,0.409596558,0,0,1.986171241
20,2.626720703,2.558797357,0,0.411386925,0,0,2.010745883
20.05,2.610305405,2.558745985,0,0.411856087,0,0,2.027195392
20.1,2.614502027,2.553190837,1,0.411091339,1,0,2.051905194
20.15,2.636321234,2.554936602,1,0.410913685,1,2.753950416,1.965102234
20.2,2.645273862,2.564628545,0,0.412389958,1,2.564991011,1.830268815
20.25,2.626025932,2.56736041,0,0.41335168,1,2.447635674,1.746529023
20.3,2.608919004,2.563001957,1,0.413040722,1,2.283571527,1.629459805
20.35,2.63418243,2.561231947,1,0.412456573,1,2.181601113,1.556698042
20.4,2.661618106,2.569036338,1,0.413293683,1,2.038926452,1.454891454
20.45,2.642797264,2.574634262,0,0.414560618,1,1.950301558,1.391652488
20.5,2.619564603,2.572974758,0,0.414894991,1,1.826442375,1.303271827
20.55,2.630419503,2.56887103,1,0.414233627,1,1.749490543,1.248362263
20.6,2.661211078,2.573236307,1,0.414333958,1,1.641808187,1.1715247
20.65,2.661033829,2.580153575,0,0.415501152,1,1.574892117,1.12377623
