time,Tank3OutFlow,Tank2.level,wt3_valve,Tank1WaterLevel,Tank2WaterLevel,Tank2OutFlow
5,0,0.18308026,FALSE,1.176819571,1.129777786,0.124874294
5.05,0,0.188062654,FALSE,1.165936167,1.135629268,0.12656896
5.1,0,0.195651142,FALSE,1.172040943,1.138562333,0.127501226
5.15,0,0.200748084,FALSE,1.200864239,1.144626655,0.128249499
5.2,0,0.20844056,FALSE,1.23532728,1.162388709,0.131199526
5.25,0,0.213678707,FALSE,1.221730215,1.174019488,0.133740181
5.3,0,0.221694649,FALSE,1.206662741,1.180988361,0.135861671
5.35,0,0.227122045,FALSE,1.216507302,1.182366122,0.136279396
5.4,0,0.235297416,FALSE,1.257401627,1.19326177,0.137746115
5.45,0,0.240802371,FALSE,1.279353694,1.205758975,0.13989084
5.5,0,0.249188673,FALSE,1.259350226,1.22059161,0.143345456
5.55,0,0.254910976,FALSE,1.250253532,1.223929425,0.144466986
5.6,0,0.263575256,FALSE,1.274996074,1.227166469,0.145062624
5.65,0,0.269375776,FALSE,1.300561089,1.235777895,0.146266279
5.7,0,0.27814774,FALSE,1.316369548,1.254431577,0.149659938
5.75,0,0.284122826,FALSE,1.302082618,1.262687011,0.15178131
5.8,0,0.293222633,FALSE,1.289316011,1.266298055,0.153114406
5.85,0,0.299342766,FALSE,1.317305618,1.268845313,0.153415003
5.9,0,0.308546664,FALSE,1.353854853,1.28303802,0.155534255
5.95,0,0.31476097,FALSE,1.358260426,1.295697989,0.157929667
6,0,0.324228765,FALSE,1.338635302,1.305754508,0.160661728
6.05,0,0.330646127,FALSE,1.330792363,1.307156118,0.161302304
6.1,0,0.34032213,FALSE,1.371854572,1.313068313,0.16200492
6.15,0,0.346799985,FALSE,1.394920782,1.323491776,0.16364113
6.2,0,0.356612999,FALSE,1.391028599,1.34079428,0.167161586
6.25,0,0.363287727,FALSE,1.379294867,1.345807957,0.168688382
6.3,0,0.373403941,FALSE,1.384130447,1.347490574,0.169370088
6.35,0,0.380176472,FALSE,1.412111795,1.352725416,0.169952147
6.4,0,0.390371661,FALSE,1.445318161,1.369249435,0.172654089
6.45,0,0.397268818,FALSE,1.43088746,1.380058961,0.175030172
6.5,0,0.407762708,FALSE,1.414575725,1.385802071,0.17690603
6.55,0,0.414832696,FALSE,1.423594889,1.386366715,0.177160811
6.6,0,0.425461496,FALSE,1.463257254,1.396048741,0.178384327
6.65,0,0.43259279,FALSE,1.484392087,1.407740881,0.18036772
6.7,0,0.443408242,FALSE,1.463168844,1.421371909,0.183581537
6.75,0,0.450740791,FALSE,1.453262999,1.423912629,0.184543332
6.8,0,0.461810185,FALSE,1.476797833,1.425959959,0.184900554
6.85,0,0.469205016,FALSE,1.501561702,1.433782179,0.185946054
6.9,0,0.480358295,FALSE,1.516174402,1.451257923,0.189103656
6.95,0,0.487911916,FALSE,1.501094254,1.45873196,0.191068439
7,0,0.499369473,FALSE,1.487143718,1.461176723,0.192167814
7.05,0,0.507052521,FALSE,1.514347956,1.462950317,0.19231337
7.1,0,0.518590838,FALSE,1.549724978,1.475988285,0.194201213
7.15,0,0.526352593,FALSE,1.553352952,1.487882246,0.196443119
7.2,0,0.538131707,FALSE,1.532567214,1.496795452,0.198946062
7.25,0,0.546081207,FALSE,1.523954371,1.497438635,0.19943465
7.3,0,0.558045657,FALSE,1.563867451,1.50221883,0.199910415
7.35,0,0.566040488,FALSE,1.586171375,1.511891371,0.201396141
7.4,0,0.578119304,FALSE,1.581141434,1.528073078,0.204691991
7.45,0,0.586295997,FALSE,1.56865296,1.532343262,0.206069792
7.5,0,0.598655592,FALSE,1.572362039,1.532916173,0.206529115
7.55,0,0.606915226,FALSE,1.599596113,1.537414881,0.206963653
7.6,0,0.619331596,FALSE,1.631687127,1.552840174,0.209445412
7.65,0,0.62770114,FALSE,1.616516547,1.562920849,0.211675435
7.7,0,0.640394233,FALSE,1.599100496,1.567576106,0.213333288
7.75,0,0.648922038,FALSE,1.607387102,1.567419112,0.213443454
7.8,0,0.661728278,FALSE,1.645956079,1.576024049,0.214451123
7.85,0,0.670302964,FALSE,1.666365602,1.587001692,0.216291332
7.9,0,0.68327431,FALSE,1.64405979,1.59956629,0.219291438
7.95,0,0.692035967,FALSE,1.633435814,1.601399583,0.220111465
8,0,0.705239922,FALSE,1.655898791,1.602391035,0.220257092
8.05,0,0.71404972,FALSE,1.679951635,1.609512829,0.221162227
8.1,0,0.727316437,FALSE,1.693503085,1.625943143,0.224110327
8.15,0,0.736271023,FALSE,1.677718947,1.632723685,0.225936133
8.2,0,0.749821105,FALSE,1.662717663,1.634133363,0.226828079
8.25,0,0.758891255,FALSE,1.689224877,1.635220325,0.226836035
8.3,0,0.77250139,FALSE,1.723561549,1.64723345,0.228518501
8.35,0,0.781636522,FALSE,1.726499396,1.658447573,0.230624168
8.4,0,0.795466953,FALSE,1.704683603,1.666346078,0.232923766
8.45,0,0.804776239,FALSE,1.695387462,1.66631615,0.233277464
8.5,0,0.818771707,FALSE,1.734280679,1.670091685,0.233551897
8.55,0,0.828112869,FALSE,1.755908067,1.679097775,0.234904067
8.6,0,0.842202605,FALSE,1.749868355,1.694284764,0.238000577
8.65,0,0.851712307,FALSE,1.73671004,1.697895093,0.239246144
8.7,0,0.866062923,FALSE,1.73941934,1.697483128,0.239508099
8.75,0,0.875642374,FALSE,1.765990201,1.70132851,0.239811712
8.8,0,0.890030065,FALSE,1.797091329,1.715778673,0.242098056
8.85,0,0.899706366,FALSE,1.781264099,1.725212488,0.244198449
8.9,0,0.914351272,FALSE,1.762867957,1.728902264,0.245662821
8.95,0,0.924172903,FALSE,1.770504411,1.72810481,0.24564464
9,0,0.938911642,FALSE,1.808102996,1.73575382,0.246460742
9.05,0,0.948767352,FALSE,1.827868801,1.746097341,0.248173874
9.1,0,0.963652074,FALSE,1.804602199,1.757715471,0.25098431
9.15,0,0.973682078,FALSE,1.793340874,1.758920916,0.251678517
9.2,0,0.988780475,FALSE,1.814852569,1.758975268,0.251636349
9.25,0,0.998846069,FALSE,1.838274371,1.765475426,0.25241691
9.3,0,1.013988482,FALSE,1.850883952,1.780977912,0.255179074
9.35,0,1.024186438,FALSE,1.834475016,1.78714297,0.256881539
9.4,0,1.039593655,FALSE,1.818541183,1.787634001,0.257589389
9.45,0,1.049894871,FALSE,1.844429782,1.788111569,0.257475223
9.5,0,1.065343765,FALSE,1.877843133,1.799215138,0.258975416
9.55,0,1.075697781,FALSE,1.880168487,1.809825898,0.26096017
9.6,0,1.091348776,FALSE,1.857438509,1.816823847,0.263079297
9.65,0,1.101864884,FALSE,1.847535936,1.816196525,0.263313278
9.7,0,1.1176629,FALSE,1.885524015,1.819080416,0.263409027
9.75,0,1.128198942,FALSE,1.906550971,1.827495025,0.264642665
9.8,0,1.14407339,FALSE,1.899615078,1.841799192,0.267562259
9.85,0,1.154766149,FALSE,1.885862272,1.844823892,0.268690467
9.9,0,1.170883816,FALSE,1.887684259,1.843537842,0.268777256
9.95,0,1.181634617,FALSE,1.913666513,1.84680339,0.268964671
10,0,1.197771872,FALSE,1.943889108,1.860388117,0.271077583
10.05,0,1.208607933,FALSE,1.927479094,1.869247836,0.273062928
10.1,0,1.22498509,FALSE,1.908213113,1.87208074,0.274355585
10.15,0,1.235955005,FALSE,1.915272551,1.870714871,0.274223494
10.2,0,1.252408855,FALSE,1.952009904,1.877515488,0.274869579
10.25,0,1.263401485,FALSE,1.971204402,1.887296218,0.276469928
10.3,0,1.279984346,FALSE,1.947085091,1.898074351,0.27911203
10.35,0,1.29114002,FALSE,1.935258112,1.898722575,0.279694571
10.4,0,1.307919752,FALSE,1.955925535,1.89794524,0.279485735
10.45,0,1.319099878,FALSE,1.978787281,1.903893691,0.280155734
10.5,0,1.335906989,FALSE,1.990560945,1.91857272,0.282752878
10.55,0,1.347208447,FALSE,1.973597495,1.924191531,0.284345876
10.6,0,1.364263889,FALSE,1.956836017,1.923867255,0.28489034
10.65,0,1.375657688,FALSE,1.982175589,1.92380398,0.284667789
10.7,0,1.392738497,FALSE,2.014769484,1.934100309,0.286006213
10.75,0,1.404174284,FALSE,2.016551244,1.944175579,0.287883655
10.8,0,1.421441045,FALSE,1.993009919,1.950374275,0.289842614
10.85,0,1.43302822,FALSE,1.982569131,1.949216762,0.289970345
10.9,0,1.450426015,FALSE,2.019753891,1.95130931,0.289907509
10.95,0,1.462022525,FALSE,2.040247959,1.959198973,0.291035949
11,0,1.47948092,FALSE,2.032516696,1.972719628,0.293798528
11.05,0,1.491223653,FALSE,2.018236275,1.975224578,0.294822579
11.1,0,1.508909594,FALSE,2.019270763,1.973162768,0.294753907
11.15,0,1.520699979,FALSE,2.044730622,1.975913709,0.294838196
11.2,0,1.53838999,FALSE,2.074173511,1.988730353,0.296797185
11.25,0,1.550255347,FALSE,2.057246272,1.997080556,0.298680424
11.3,0,1.568169895,FALSE,2.0372083,1.999152978,0.299820681
11.35,0,1.580158922,FALSE,2.04375563,1.997282636,0.299587494
11.4,0,1.598134949,FALSE,2.079728632,2.003330295,0.300082688
11.45,0,1.610136605,FALSE,2.09841609,2.012611544,0.301582942
11.5,0,1.628226581,FALSE,2.073539991,2.022644171,0.304075645
11.55,0,1.640381298,FALSE,2.061210989,2.022797856,0.304559081
11.6,0,1.658653231,FALSE,2.081129114,2.021282391,0.304202325
11.65,0,1.670822513,FALSE,2.103493805,2.026741198,0.304774199
11.7,0,1.689107059,FALSE,2.114525584,2.040689402,0.307224888
11.75,0,1.701387886,FALSE,2.097069998,2.045823413,0.308720732
11.8,0,1.719906143,FALSE,2.079573976,2.044775543,0.309120189
11.85,0,1.73226962,FALSE,2.104426282,2.044232266,0.308801447
11.9,0,1.750798769,FALSE,2.136292902,2.053812161,0.309996298
11.95,0,1.763194638,FALSE,2.137592218,2.063412178,0.3117785
12,0,1.781895407,FALSE,2.113330815,2.068901531,0.313595307
12.05,0,1.794433163,FALSE,2.102412356,2.067273468,0.313628741
12.1,0,1.813250776,FALSE,2.138884164,2.068663691,0.313425161
12.15,0,1.825788462,FALSE,2.158905287,2.076087461,0.314460236
12.2,0,1.844652625,FALSE,2.150468127,2.08891274,0.317083463
12.25,0,1.85732722,FALSE,2.135719441,2.090956407,0.318015073
12.3,0,1.876405019,FALSE,2.136055018,2.088206103,0.317808428
12.35,0,1.889118045,FALSE,2.161051246,2.090500325,0.317801191
12.4,0,1.90818614,FALSE,2.189802138,2.102635288,0.319623572
12.45,0,1.920965009,FALSE,2.172415857,2.110533293,0.321416191
12.5,0,1.940244005,FALSE,2.151692736,2.111930779,0.322421192
12.55,0,1.953137502,FALSE,2.157785566,2.109612712,0.322098282
12.6,0,1.972464476,FALSE,2.193080199,2.114992115,0.322459558
12.65,0,1.985361654,FALSE,2.211317654,2.12383007,0.323870976
12.7,0,2.004789208,FALSE,2.185769899,2.133201052,0.326231087
12.75,0,2.017830584,FALSE,2.172995348,2.132915829,0.326626566
12.8,0,2.03742686,TRUE,2.192248462,2.130745268,0.32613853
12.85,2.730044159,1.948043742,TRUE,2.214172012,2.13576951,0.326623318
12.9,2.536212078,1.809733389,TRUE,2.224545362,2.1490691,0.328944026
12.95,2.415872846,1.723864416,TRUE,2.206653,2.153772846,0.330353645
13,2.247674781,1.60384541,TRUE,2.188505064,2.15208278,0.330624407
13.05,2.143165789,1.529272225,TRUE,2.212924917,2.151113497,0.330220294
13.1,1.996957915,1.424944486,TRUE,2.244146074,2.160057551,0.331287723
13.15,1.906149368,1.360147357,TRUE,2.245017215,2.169235777,0.332985399
13.2,1.779270259,1.269611806,TRUE,2.220116736,2.17409558,0.334676045
13.25,1.700510893,1.213412462,TRUE,2.208774341,2.1720499,0.334625789
13.3,1.590355824,1.134810476,TRUE,2.244613396,2.172816803,0.334297297
13.35,1.521883378,1.085951442,TRUE,2.264214777,2.179827088,0.33524951
13.4,1.426180176,1.017661696,TRUE,2.255151126,2.192035216,0.337749061
13.45,1.366833431,0.975314374,TRUE,2.239986852,2.193669489,0.338598629
13.5,1.283905166,0.916140281,FALSE,2.239702137,2.190308141,0.338269531
13.55,0,0.925392476,FALSE,2.264286889,2.192197021,0.338181065
13.6,0,0.945683635,FALSE,2.292423628,2.203726985,0.339882205
13.65,0,0.959273252,FALSE,2.274629942,2.211223659,0.341594397
13.7,0,0.979763209,FALSE,2.253298745,2.212022133,0.342479357
13.75,0,0.993459433,FALSE,2.258988202,2.209306706,0.342076817
13.8,0,1.013985384,FALSE,2.293680776,2.214093026,0.34231924
13.85,0,1.027677346,FALSE,2.31151885,2.222537552,0.343651816
13.9,0,1.048292013,FALSE,2.285374993,2.231321319,0.345894249
13.95,0,1.062120308,FALSE,2.272205012,2.230646562,0.346211666
14,0,1.08289195,FALSE,2.290867924,2.227894597,0.345607117
14.05,0,1.09671825,FALSE,2.312399958,2.232533158,0.346014616
14.1,0,1.117477768,FALSE,2.322188945,2.245257097,0.348219963
14.15,0,1.131399216,FALSE,2.303908941,2.24957898,0.349553058
14.2,0,1.152367955,FALSE,2.285182425,2.247318958,0.349709602
14.25,0,1.166355818,FALSE,2.309218472,2.24597159,0.349229721
14.3,0,1.187311201,FALSE,2.339866774,2.254351329,0.350184062
14.35,0,1.201315382,FALSE,2.340357906,2.263155211,0.35180672
14.4,0,1.222418376,FALSE,2.314890242,2.267456284,0.353385398
14.45,0,1.23654853,FALSE,2.303171598,2.265039964,0.353260866
14.5,0,1.257744597,FALSE,2.338449079,2.265253665,0.352821512
14.55,0,1.271858922,FALSE,2.357677936,2.271896978,0.353700185
14.6,0,1.293078004,FALSE,2.348058268,2.283557379,0.356089972
14.65,0,1.307313637,FALSE,2.332525155,2.284828311,0.356866728
14.7,0,1.328723052,FALSE,2.331689926,2.280924655,0.356428952
14.75,0,1.342981669,FALSE,2.355909489,2.28245379,0.356268393
14.8,0,1.364358308,FALSE,2.383501161,2.293446813,0.357861931
14.85,0,1.378667473,FALSE,2.3653459,2.300587301,0.359502745
14.9,0,1.400232168,FALSE,2.34347503,2.300854147,0.360281167
14.95,0,1.41464082,FALSE,2.348806489,2.29778606,0.359807954
15,0,1.436230875,FALSE,2.38296473,2.302046012,0.359944893
15.05,0,1.450628214,FALSE,2.400448349,2.310141367,0.361207496
15.1,0,1.472296455,FALSE,2.373775446,2.318403975,0.36334549
15.15,0,1.486823148,FALSE,2.360254519,2.317383502,0.363593626
15.2,0,1.508637939,FALSE,2.37839362,2.314115535,0.362885671
15.25,0,1.523155725,FALSE,2.399578179,2.318411802,0.363224574
15.3,0,1.54494807,FALSE,2.408848539,2.330624845,0.365327539
15.35,0,1.559554162,FALSE,2.390224499,2.33460782,0.366592717
15.4,0,1.581545508,FALSE,2.370984488,2.331841958,0.366647891
15.45,0,1.596211239,FALSE,2.394679903,2.330159036,0.366100766
15.5,0,1.618179109,FALSE,2.424819791,2.338037941,0.36695474
15.55,0,1.632854452,FALSE,2.424973663,2.346509589,0.368510819
15.6,0,1.654959914,FALSE,2.399002615,2.350314782,0.369990123
15.65,0,1.669754588,FALSE,2.386950047,2.347569517,0.369799671
15.7,0,1.691943203,FALSE,2.421729127,2.347292246,0.369261928
15.75,0,1.706715473,FALSE,2.440627364,2.353609868,0.370075333
15.8,0,1.728917282,FALSE,2.430514227,2.364784155,0.372367703
15.85,0,1.743804348,FALSE,2.414653766,2.36573262,0.373079836
15.9,0,1.766186765,FALSE,2.41332995,2.36134766,0.372545608
15.95,0,1.78109037,FALSE,2.437225404,2.362557518,0.372321066
16,0,1.803430382,FALSE,2.464333324,2.373074,0.373819106
16.05,0,1.818378153,FALSE,2.445857162,2.379898371,0.37539657
16.1,0,1.840896689,FALSE,2.423507326,2.379693392,0.376080439
16.15,0,1.855937627,FALSE,2.435065504,2.376434315,0.37561117
16.2,0,1.878475862,FALSE,2.466980235,2.381985072,0.375970528
16.25,0,1.893513485,FALSE,2.467569846,2.389666352,0.377300028
16.3,0,1.916147055,FALSE,2.441757695,2.392793132,0.378580939
16.35,0,1.931286023,FALSE,2.432984485,2.389760543,0.378309226
16.4,0,1.953985482,FALSE,2.469455924,2.390611579,0.377973555
16.45,0,1.969105543,FALSE,2.487438221,2.397495648,0.378909696
16.5,0,1.991837004,FALSE,2.460822848,2.404650477,0.380739705
16.55,0,2.007060493,FALSE,2.447117442,2.403122419,0.380852818
16.6,0,2.029911285,TRUE,2.470620773,2.400125432,0.380168292
16.65,2.722985572,1.943007034,TRUE,2.490475692,2.405059394,0.380629383
16.7,2.534078307,1.808210821,TRUE,2.48085789,2.415118191,0.38259233
16.75,2.416781609,1.724512871,TRUE,2.465022651,2.415636234,0.383175928
16.8,2.25277379,1.607483846,TRUE,2.470084665,2.410931356,0.382581932
16.85,2.150823105,1.53473616,TRUE,2.492477744,2.413241347,0.382517525
16.9,2.008213871,1.432976259,TRUE,2.502286703,2.423775644,0.3841628
16.95,1.919671634,1.369796273,TRUE,2.48360672,2.427066398,0.385236617
17,1.7959186,1.281491356,TRUE,2.467347376,2.423542237,0.385092955
17.05,1.719008225,1.226611374,TRUE,2.493172996,2.422325718,0.384619776
17.1,1.6113951,1.149823211,TRUE,2.52144772,2.430956293,0.38562251
17.15,1.54456781,1.10213809,TRUE,2.503183436,2.437102305,0.386999308
17.2,1.451206835,1.035519658,TRUE,2.48078144,2.436260889,0.387497656
17.25,1.393216642,0.994140315,TRUE,2.492187352,2.432699864,0.386945064
17.3,1.312065679,0.936234429,FALSE,2.523801328,2.437875178,0.387207742
17.35,0,0.947348311,FALSE,2.524169617,2.445329801,0.38848263
17.4,0,0.970653019,FALSE,2.49801559,2.448130217,0.389688824
17.45,0,0.986236552,FALSE,2.489013175,2.444883681,0.389369971
17.5,0,1.009599813,FALSE,2.5251426,2.445415392,0.388965779
17.55,0,1.025159791,FALSE,2.542898816,2.452086867,0.389857166
17.6,0,1.04854825,FALSE,2.51594747,2.458922941,0.391620959
17.65,0,1.064207209,FALSE,2.5020201,2.457182536,0.39169039
17.7,0,1.087708401,FALSE,2.525193247,2.453867501,0.390940887
17.75,0,1.103348535,FALSE,2.544829731,2.458589889,0.391358976
17.8,0,1.12682868,FALSE,2.534886577,2.468332226,0.393257839
17.85,0,1.142552664,FALSE,2.518835859,2.468639996,0.393798974
17.9,0,1.166178798,FALSE,2.523576638,2.463620892,0.393141648
17.95,0,1.181906655,FALSE,2.545756817,2.465722246,0.393035254
18,0,1.205489125,FALSE,2.555248218,2.475944929,0.394617887
18.05,0,1.221268565,FALSE,2.536357687,2.479028865,0.395650163
18.1,0,1.245004134,FALSE,2.5197842,2.4751959,0.395444513
18.15,0,1.2608226,FALSE,2.545401489,2.473774477,0.39493022
18.2,0,1.284520128,FALSE,2.573365327,2.482099157,0.395871595
18.25,0,1.300351854,FALSE,2.554894846,2.488042219,0.397207695
18.3,0,1.324179862,FALSE,2.532185121,2.486897854,0.397645302
18.35,0,1.340084215,FALSE,2.543386915,2.483135849,0.397052418
18.4,0,1.363909336,FALSE,2.574696251,2.488011169,0.397254961
18.45,0,1.37979886,FALSE,2.574862463,2.495266778,0.398489959
18.5,0,1.403704141,FALSE,2.548406834,2.497770144,0.399636615
18.55,0,1.419685783,FALSE,2.539204354,2.494326553,0.399278269
18.6,0,1.443643674,FALSE,2.575035174,2.494564142,0.39881513
18.65,0,1.459597823,FALSE,2.59259331,2.501040505,0.399667415
18.7,0,1.483575026,FALSE,2.565346322,2.507585359,0.401372845
18.75,0,1.499624256,FALSE,2.551222835,2.50565177,0.40140356
18.8,0,1.523708367,FALSE,2.574103269,2.502048394,0.400596273
18.85,0,1.539734909,FALSE,2.59354558,2.506579507,0.40097603
18.9,0,1.563792205,FALSE,2.58331261,2.516036355,0.40281768
18.95,0,1.579898773,FALSE,2.567069641,2.516154742,0.403320862
19,0,1.604096347,FALSE,2.571523474,2.510852972,0.40260689
19.05,0,1.620203003,FALSE,2.593513305,2.512766816,0.40246292
19.1,0,1.644351258,FALSE,2.6027206,2.522709629,0.403989467
19.15,0,1.660505748,FALSE,2.583641604,2.525607911,0.404984539
19.2,0,1.684801504,FALSE,2.566786823,2.521497846,0.404723357
19.25,0,1.700991309,FALSE,2.592217512,2.519892606,0.404172227
19.3,0,1.725243479,FALSE,2.619902839,2.527942927,0.405058622
19.35,0,1.741442869,FALSE,2.601247605,2.53370399,0.40635825
19.4,0,1.765820032,FALSE,2.578262126,2.532287982,0.406741419
19.45,0,1.782088412,FALSE,2.589280995,2.528345779,0.406112424
19.5,0,1.806457254,FALSE,2.620317306,2.532952143,0.406261069
19.55,0,1.822707201,FALSE,2.620302403,2.540029339,0.407460312
19.6,0,1.847150823,FALSE,2.59357645,2.54226641,0.408553604
19.65,0,1.863489322,FALSE,2.584194647,2.53864617,0.408159857
19.7,0,1.887980226,FALSE,2.619757818,2.538620099,0.407643881
19.75,0,1.904287701,FALSE,2.637138407,2.544921561,0.408461116
19.8,0,1.928792644,FALSE,2.609626418,2.551205366,0.410114232
19.85,0,1.945191703,FALSE,2.59532714,2.549098606,0.410110244
19.9,0,1.969798331,FALSE,2.617945195,2.545236763,0.409251161
19.95,0,1.986171241,FALSE,2.637213455,2.54959642,0.409596558
20,0,2.010745883,FALSE,2.626720703,2.558797357,0.411386925
20.05,0,2.027195392,FALSE,2.610305405,2.558745985,0.411856087
20.1,0,2.051905194,TRUE,2.614502027,2.553190837,0.411091339
20.15,2.753950416,1.965102234,TRUE,2.636321234,2.554936602,0.410913685
