Time,Tank1WaterLevel
10/01/2010 23:00,2.016551244
11/01/2010 00:00,1.993009919
11/01/2010 01:00,1.982569131
11/01/2010 02:00,2.019753891
11/01/2010 03:00,2.040247959
11/01/2010 04:00,2.032516696
11/01/2010 05:00,2.018236275
11/01/2010 06:00,2.019270763
11/01/2010 07:00,2.044730622
11/01/2010 08:00,2.074173511
11/01/2010 09:00,2.057246272
11/01/2010 10:00,2.0372083
11/01/2010 11:00,2.04375563
11/01/2010 12:00,2.079728632
11/01/2010 13:00,2.09841609
11/01/2010 14:00,2.073539991
11/01/2010 15:00,2.061210989
11/01/2010 16:00,2.081129114
11/01/2010 17:00,2.103493805
11/01/2010 18:00,2.114525584
11/01/2010 19:00,2.097069998
11/01/2010 20:00,2.079573976
11/01/2010 21:00,2.104426282
11/01/2010 22:00,2.136292902
11/01/2010 23:00,2.137592218
12/01/2010 00:00,2.113330815
12/01/2010 01:00,2.102412356
12/01/2010 02:00,2.138884164
12/01/2010 03:00,2.158905287
12/01/2010 04:00,2.150468127
12/01/2010 05:00,2.135719441
12/01/2010 06:00,2.136055018
12/01/2010 07:00,2.161051246
12/01/2010 08:00,2.189802138
12/01/2010 09:00,2.172415857
12/01/2010 10:00,2.151692736
12/01/2010 11:00,2.157785566
12/01/2010 12:00,2.193080199
12/01/2010 13:00,2.211317654
12/01/2010 14:00,2.185769899
12/01/2010 15:00,2.172995348
12/01/2010 16:00,2.192248462
12/01/2010 17:00,2.214172012
12/01/2010 18:00,2.224545362
12/01/2010 19:00,2.206653
12/01/2010 20:00,2.188505064
12/01/2010 21:00,2.212924917
12/01/2010 22:00,2.244146074
12/01/2010 23:00,2.245017215
13/01/2010 00:00,2.220116736
13/01/2010 01:00,2.208774341
13/01/2010 02:00,2.244613396
13/01/2010 03:00,2.264214777
13/01/2010 04:00,2.255151126
13/01/2010 05:00,2.239986852
13/01/2010 06:00,2.239702137
13/01/2010 07:00,2.264286889
13/01/2010 08:00,2.292423628
13/01/2010 09:00,2.274629942
13/01/2010 10:00,2.253298745
13/01/2010 11:00,2.258988202
13/01/2010 12:00,2.293680776
13/01/2010 13:00,2.31151885
13/01/2010 14:00,2.285374993
13/01/2010 15:00,2.272205012
13/01/2010 16:00,2.290867924
13/01/2010 17:00,2.312399958
13/01/2010 18:00,2.322188945
13/01/2010 19:00,2.303908941
13/01/2010 20:00,2.285182425
13/01/2010 21:00,2.309218472
13/01/2010 22:00,2.339866774
13/01/2010 23:00,2.340357906
14/01/2010 00:00,2.314890242
14/01/2010 01:00,2.303171598
14/01/2010 02:00,2.338449079
14/01/2010 03:00,2.357677936
14/01/2010 04:00,2.348058268
14/01/2010 05:00,2.332525155
14/01/2010 06:00,2.331689926
14/01/2010 07:00,2.355909489
14/01/2010 08:00,2.383501161
14/01/2010 09:00,2.3653459
14/01/2010 10:00,2.34347503
14/01/2010 11:00,2.348806489
14/01/2010 12:00,2.38296473
14/01/2010 13:00,2.400448349
14/01/2010 14:00,2.373775446
14/01/2010 15:00,2.360254519
14/01/2010 16:00,2.37839362
14/01/2010 17:00,2.399578179
14/01/2010 18:00,2.408848539
14/01/2010 19:00,2.390224499
14/01/2010 20:00,2.370984488
14/01/2010 21:00,2.394679903
14/01/2010 22:00,2.424819791
14/01/2010 23:00,2.424973663
15/01/2010 00:00,2.399002615
15/01/2010 01:00,2.386950047
15/01/2010 02:00,2.421729127
15/01/2010 03:00,2.440627364
15/01/2010 04:00,2.430514227
15/01/2010 05:00,2.414653766
15/01/2010 06:00,2.41332995
15/01/2010 07:00,2.437225404
15/01/2010 08:00,2.464333324
15/01/2010 09:00,2.445857162
15/01/2010 10:00,2.423507326
15/01/2010 11:00,2.435065504
15/01/2010 12:00,2.466980235
15/01/2010 13:00,2.467569846
15/01/2010 14:00,2.441757695
15/01/2010 15:00,2.432984485
15/01/2010 16:00,2.469455924
15/01/2010 17:00,2.487438221
15/01/2010 18:00,2.460822848
15/01/2010 19:00,2.447117442
15/01/2010 20:00,2.470620773
15/01/2010 21:00,2.490475692
15/01/2010 22:00,2.48085789
15/01/2010 23:00,2.465022651
16/01/2010 00:00,2.470084665
16/01/2010 01:00,2.492477744
16/01/2010 02:00,2.502286703
16/01/2010 03:00,2.48360672
16/01/2010 04:00,2.467347376
16/01/2010 05:00,2.493172996
16/01/2010 06:00,2.52144772
16/01/2010 07:00,2.503183436
16/01/2010 08:00,2.48078144
16/01/2010 09:00,2.492187352
16/01/2010 10:00,2.523801328
16/01/2010 11:00,2.524169617
16/01/2010 12:00,2.49801559
16/01/2010 13:00,2.489013175
16/01/2010 14:00,2.5251426
16/01/2010 15:00,2.542898816
16/01/2010 16:00,2.51594747
16/01/2010 17:00,2.5020201
16/01/2010 18:00,2.525193247
16/01/2010 19:00,2.544829731
16/01/2010 20:00,2.534886577
16/01/2010 21:00,2.518835859
16/01/2010 22:00,2.523576638
16/01/2010 23:00,2.545756817
17/01/2010 00:00,2.555248218
17/01/2010 01:00,2.536357687
17/01/2010 02:00,2.5197842
17/01/2010 03:00,2.545401489
17/01/2010 04:00,2.573365327
17/01/2010 05:00,2.554894846
17/01/2010 06:00,2.532185121
17/01/2010 07:00,2.543386915
17/01/2010 08:00,2.574696251
17/01/2010 09:00,2.574862463
17/01/2010 10:00,2.548406834
17/01/2010 11:00,2.539204354
17/01/2010 12:00,2.575035174
17/01/2010 13:00,2.59259331
17/01/2010 14:00,2.565346322
17/01/2010 15:00,2.551222835
17/01/2010 16:00,2.574103269
17/01/2010 17:00,2.59354558
17/01/2010 18:00,2.58331261
17/01/2010 19:00,2.567069641
17/01/2010 20:00,2.571523474
17/01/2010 21:00,2.593513305
17/01/2010 22:00,2.6027206
17/01/2010 23:00,2.583641604
18/01/2010 00:00,2.566786823
18/01/2010 01:00,2.592217512
18/01/2010 02:00,2.619902839
18/01/2010 03:00,2.601247605
18/01/2010 04:00,2.578262126
18/01/2010 05:00,2.589280995
18/01/2010 06:00,2.620317306
18/01/2010 07:00,2.620302403
18/01/2010 08:00,2.59357645
18/01/2010 09:00,2.584194647
18/01/2010 10:00,2.619757818
18/01/2010 11:00,2.637138407
18/01/2010 12:00,2.609626418
18/01/2010 13:00,2.59532714
18/01/2010 14:00,2.617945195
18/01/2010 15:00,2.637213455
18/01/2010 16:00,2.626720703
18/01/2010 17:00,2.610305405
18/01/2010 18:00,2.614502027
18/01/2010 19:00,2.636321234
18/01/2010 20:00,2.645273862
18/01/2010 21:00,2.626025932
18/01/2010 22:00,2.608919004
18/01/2010 23:00,2.63418243
19/01/2010 00:00,2.661618106
19/01/2010 01:00,2.642797264
19/01/2010 02:00,2.619564603
19/01/2010 03:00,2.630419503
19/01/2010 04:00,2.661211078
19/01/2010 05:00,2.661033829
19/01/2010 06:00,2.634065563
19/01/2010 07:00,2.624523019
19/01/2010 08:00,2.659846275
19/01/2010 09:00,2.677067713
19/01/2010 10:00,2.649318183
19/01/2010 11:00,2.63486133
19/01/2010 12:00,2.657244195
19/01/2010 13:00,2.676356439
19/01/2010 14:00,2.665630824
19/01/2010 15:00,2.649061053
19/01/2010 16:00,2.653027116
19/01/2010 17:00,2.674693379
19/01/2010 18:00,2.68341773
19/01/2010 19:00,2.66401837
19/01/2010 20:00,2.646685423
19/01/2010 21:00,2.671798917
19/01/2010 22:00,2.699010811
19/01/2010 23:00,2.680041521
20/01/2010 00:00,2.656587293
20/01/2010 01:00,2.667295214
20/01/2010 02:00,2.697867414
20/01/2010 03:00,2.69754464
20/01/2010 04:00,2.670359169
20/01/2010 05:00,2.660672541
20/01/2010 06:00,2.695780742
20/01/2010 07:00,2.712859521
20/01/2010 08:00,2.684897064
20/01/2010 09:00,2.670298964
20/01/2010 10:00,2.692471009
20/01/2010 11:00,2.711443403
20/01/2010 12:00,2.700509054
20/01/2010 13:00,2.683800818
20/01/2010 14:00,2.687560212
20/01/2010 15:00,2.70908938
20/01/2010 16:00,2.717609108
20/01/2010 17:00,2.698074008
20/01/2010 18:00,2.680538463
20/01/2010 19:00,2.705517562
20/01/2010 20:00,2.732528862
20/01/2010 21:00,2.713426506
20/01/2010 22:00,2.689773669
20/01/2010 23:00,2.700349841
21/01/2010 00:00,2.730725398
21/01/2010 01:00,2.730272178
21/01/2010 02:00,2.70289201
21/01/2010 03:00,2.693076228
21/01/2010 04:00,2.727991657
21/01/2010 05:00,2.74494256
21/01/2010 06:00,2.71678924
21/01/2010 07:00,2.702064528
21/01/2010 08:00,2.724047598
21/01/2010 09:00,2.742894634
21/01/2010 10:00,2.731773181
21/01/2010 11:00,2.714940827
21/01/2010 12:00,2.718514968
21/01/2010 13:00,2.739921246
21/01/2010 14:00,2.748257554
21/01/2010 15:00,2.728600781
21/01/2010 16:00,2.710883631
21/01/2010 17:00,2.73574226
21/01/2010 18:00,2.762573752
21/01/2010 19:00,2.743352119
21/01/2010 20:00,2.719521253
21/01/2010 21:00,2.729979328
21/01/2010 22:00,2.760178617
21/01/2010 23:00,2.759608469
22/01/2010 00:00,2.732053778
22/01/2010 01:00,2.722122224
22/01/2010 02:00,2.756864858
22/01/2010 03:00,2.773701135
22/01/2010 04:00,2.745376729
22/01/2010 05:00,2.730538526
22/01/2010 06:00,2.752352203
22/01/2010 07:00,2.77108687
22/01/2010 08:00,2.7597977
22/01/2010 09:00,2.74285409
22/01/2010 10:00,2.746262173
22/01/2010 11:00,2.767558296
22/01/2010 12:00,2.77573019
22/01/2010 13:00,2.755964351
22/01/2010 14:00,2.738084414
22/01/2010 15:00,2.762835056
22/01/2010 16:00,2.789505373
22/01/2010 17:00,2.770176821
22/01/2010 18:00,2.746186374
22/01/2010 19:00,2.756538589
22/01/2010 20:00,2.786579877
22/01/2010 21:00,2.785904916
22/01/2010 22:00,2.758193786
22/01/2010 23:00,2.748158457
23/01/2010 00:00,2.7827462
23/01/2010 01:00,2.79947973
23/01/2010 02:00,2.771001965
23/01/2010 03:00,2.756062031
23/01/2010 04:00,2.777723867
23/01/2010 05:00,2.79635781
23/01/2010 06:00,2.784918301
23/01/2010 07:00,2.767874963
23/01/2010 08:00,2.771134196
23/01/2010 09:00,2.792331578
23/01/2010 10:00,2.800356094
23/01/2010 11:00,2.780492491
23/01/2010 12:00,2.762466635
23/01/2010 13:00,2.787120481
23/01/2010 14:00,2.813646322
23/01/2010 15:00,2.794221932
23/01/2010 16:00,2.770088439
23/01/2010 17:00,2.780345764
23/01/2010 18:00,2.810245421
23/01/2010 19:00,2.809476509
23/01/2010 20:00,2.781625151
23/01/2010 21:00,2.7714968
23/01/2010 22:00,2.805945703
23/01/2010 23:00,2.82258713
24/01/2010 00:00,2.793971899
24/01/2010 01:00,2.778940774
24/01/2010 02:00,2.800466504
24/01/2010 03:00,2.819010159
24/01/2010 04:00,2.807435891
24/01/2010 05:00,2.790303158
24/01/2010 06:00,2.793428965
24/01/2010 07:00,2.814537837
24/01/2010 08:00,2.822430248
24/01/2010 09:00,2.802479011
24/01/2010 10:00,2.784322356
24/01/2010 11:00,2.808889435
24/01/2010 12:00,2.835285772
24/01/2010 13:00,2.815775474
24/01/2010 14:00,2.791513758
24/01/2010 15:00,2.801686025
24/01/2010 16:00,2.831458728
24/01/2010 17:00,2.8306056
24/01/2010 18:00,2.802628544
24/01/2010 19:00,2.79241681
24/01/2010 20:00,2.826741258
24/01/2010 21:00,2.843300128
24/01/2010 22:00,2.814561674
24/01/2010 23:00,2.799448809
25/01/2010 00:00,2.820852535
25/01/2010 01:00,2.839315258
25/01/2010 02:00,2.827620194
25/01/2010 03:00,2.810407331
25/01/2010 04:00,2.813413537
25/01/2010 05:00,2.834443071
25/01/2010 06:00,2.842217064
25/01/2010 07:00,2.822187274
25/01/2010 08:00,2.803913374
25/01/2010 09:00,2.828402677
25/01/2010 10:00,2.854682929
25/01/2010 11:00,2.835095624
25/01/2010 12:00,2.810718972
25/01/2010 13:00,2.820814995
25/01/2010 14:00,2.850473899
25/01/2010 15:00,2.849545281
25/01/2010 16:00,2.821455552
25/01/2010 17:00,2.811169076
25/01/2010 18:00,2.845381966
25/01/2010 19:00,2.861866833
25/01/2010 20:00,2.833017924
25/01/2010 21:00,2.817831788
25/01/2010 22:00,2.839126154
25/01/2010 23:00,2.857516331
26/01/2010 00:00,2.845712988
26/01/2010 01:00,2.828428296
26/01/2010 02:00,2.831327295
26/01/2010 03:00,2.852285712
26/01/2010 04:00,2.859953558
26/01/2010 05:00,2.839853355
26/01/2010 06:00,2.821474359
26/01/2010 07:00,2.845893945
26/01/2010 08:00,2.872070141
26/01/2010 09:00,2.852413809
26/01/2010 10:00,2.827934131
26/01/2010 11:00,2.837961809
26/01/2010 12:00,2.867518707
26/01/2010 13:00,2.866522421
26/01/2010 14:00,2.838331694
26/01/2010 15:00,2.82797822
26/01/2010 16:00,2.862091112
26/01/2010 17:00,2.878509644
26/01/2010 18:00,2.849561727
26/01/2010 19:00,2.834309912
26/01/2010 20:00,2.855506249
26/01/2010 21:00,2.873831397
26/01/2010 22:00,2.861930995
26/01/2010 23:00,2.844581919
