time,{tank1}.tank1.WaterTank1.inFlow,{tank1}.tank1.Tank1WaterLevel,{tank1}.tank1.Tank2WaterLevel,{tank1}.tank1.Tank1InFlow,{tank1}.tank1.Tank2OutFlow,{tank1}.tank1.WaterTank2.I1.state,{controller}.controller.wt3_valve,{tank2}.tank2.puddle,{tank2}.tank2.Tank3OutFlow,{tank2}.tank2.level
2.45,0,0.61873089,0.585559534,0,0.015897603,1.589760281,0,0.022567583,0,0.001928859
2.5,0,0.611241001,0.59237274,0,0.017750586,1.775058591,0,0.022567583,0,0.002551282
2.55,1,0.644910381,0.600920337,1,0.019479675,1.947967493,0,0.022567583,0,0.00361014
2.6,1,0.671798312,0.613217353,1,0.02145641,2.145640979,0,0.022567583,0,0.004383564
2.65,0,0.667082213,0.633192405,0,0.02544326,2.544325986,0,0.022567583,0,0.005664359
2.7,0,0.659400887,0.639815984,0,0.027258198,2.725819754,0,0.022567583,0,0.0066688
2.75,1,0.692784136,0.648080958,1,0.028930617,2.893061741,0,0.022567583,0,0.008298242
2.8,1,0.719482125,0.660190629,1,0.030869799,3.086979884,0,0.022567583,0,0.009449892
2.85,0,0.714482438,0.679886149,0,0.034800624,3.48006241,0,0.022567583,0,0.011295616
2.9,0,0.70661296,0.686324328,0,0.036578406,3.657840584,0,0.022567583,0,0.012674538
2.95,1,0.739715361,0.694312602,1,0.038195374,3.819537401,0,0.022567583,0,0.014863317
3,1,0.766227042,0.706238729,1,0.040097773,4.009777295,0,0.022567583,0,0.016385742
3.05,0,0.760949271,0.725660302,0,0.043973699,4.397369941,0,0.022567583,0,0.018785267
3.1,0,0.752895323,0.731916757,0,0.045715064,4.571506392,0,0.022567583,0,0.020531295
3.15,1,0.785722389,0.739633799,1,0.047277677,4.727767746,0,0.022567583,0,0.023268394
3.2,1,0.812051423,0.751380001,1,0.04914402,4.914401983,0,0.022567583,0,0.025154293
3.25,0,0.806501041,0.770533027,0,0.05296613,5.296612971,0,0.022567583,0,0.028096713
3.3,0,0.798266254,0.776611339,0,0.054671795,5.467179452,0,0.022567583,0,0.030202618
3.35,1,0.830823407,0.78406249,1,0.056181124,5.618112405,0,0.022567583,0,0.03347724
3.4,1,0.856973391,0.795632312,1,0.05801212,5.801211999,0,0.022567583,0,0.035719454
3.45,0,0.851155767,0.814522079,0,0.061781473,6.178147315,0,0.022567583,0,0.039194077
3.5,0,0.842743702,0.820425755,0,0.063452141,6.345214129,0,0.022567583,0,0.041652772
3.55,1,0.875036256,0.827616253,1,0.064909236,6.490923615,0,0.022567583,0,0.045454331
3.6,1,0.901010717,0.839013167,1,0.066705582,6.670558172,0,0.022567583,0,0.048045844
3.65,0,0.894931112,0.857644859,0,0.070423217,7.04232171,0,0.022567583,0,0.052042191
3.7,0,0.88634526,0.863377339,0,0.072059578,7.205957775,0,0.022567583,0,0.054846728
3.75,1,0.918378427,0.870312316,1,0.073465467,7.34654666,0,0.022567583,0,0.059164848
3.8,1,0.94418082,0.881539728,1,0.075227844,7.522784417,0,0.022567583,0,0.06209878
3.85,0,0.937844395,0.899918428,0,0.07889478,7.889478023,0,0.022567583,0,0.066606576
3.9,0,0.929088178,0.905483083,0,0.080497509,8.049750901,0,0.022567583,0,0.069750144
3.95,1,0.960867066,0.912167571,1,0.0818532,8.185320023,0,0.022567583,0,0.074574652
4,1,0.98650078,0.923228818,1,0.083582279,8.358227873,0,0.022567583,0,0.077844261
4.05,0,0.985695312,0.942241788,0,0.087375524,8.737552358,0,0.022567583,0,0.082853435
4.1,0,0.975764525,0.948639605,0,0.089151976,8.915197582,0,0.022567583,0,0.086335811
4.15,1,0.983130185,0.952552399,1,0.090256839,9.025683885,0,0.022567583,0,0.091679008
4.2,1,1.012738197,0.959319453,1,0.091136798,9.113679761,0,0.022567583,0,0.095285599
4.25,1,1.048339809,0.978163795,1,0.094295252,9.429525233,0,0.022567583,0,0.100750874
4.3,0,1.035488147,0.990522651,0,0.096978235,9.697823548,0,0.022567583,0,0.104512156
4.35,0,1.021527761,0.998583864,0,0.099315042,9.931504169,0,0.022567583,0,0.110321906
4.4,1,1.032105433,1.000687583,1,0.099876619,9.987661859,0,0.022567583,0,0.114286719
4.45,1,1.074093747,1.012667031,1,0.101558809,10.15588093,0,0.022567583,0,0.120277444
4.5,1,1.096771737,1.025882984,1,0.103846757,10.38467569,0,0.022567583,0,0.124334189
4.55,0,1.077852246,1.04178791,0,0.107515376,10.75153764,0,0.022567583,0,0.130557368
4.6,0,1.066417946,1.046714737,0,0.109111552,10.9111552,0,0.022567583,0,0.136996062
4.65,1,1.095291616,1.05013457,1,0.10958672,10.95867197,0,0.022567583,0,0.141355203
4.7,1,1.133160676,1.065629341,1,0.111966582,11.19665818,0,0.022567583,0,0.147928823
4.75,0,1.138441929,1.079152886,0,0.114534897,11.45348968,0,0.022567583,0,0.152399553
4.8,0,1.120123991,1.090498164,0,0.11752505,11.75250502,0,0.022567583,0,0.159263086
4.85,0,1.113148278,1.092754594,0,0.118336846,11.83368461,0,0.022567583,0,0.163954121
4.9,1,1.155504974,1.099942559,1,0.119295032,11.92950315,0,0.022567583,0,0.171051625
4.95,1,1.179429946,1.111212265,1,0.121100781,12.11007814,0,0.022567583,0,0.175820233
5,0,1.176819571,1.129777786,0,0.124874294,12.48742939,1,0.022567583,0,0.18308026
5.05,0,1.165936167,1.135629268,0,0.12656896,12.65689601,0,0.218902256,0.250510875,0.178753938
5.1,1,1.172040943,1.138562333,1,0.127501226,12.75012265,1,0.228409725,0,0.18550739
5.15,1,1.200864239,1.144626655,1,0.128249499,12.82494991,0,0.316569951,0.253897674,0.181170614
5.2,1,1.23532728,1.162388709,1,0.131199526,13.1199526,1,0.3233061,0,0.188016764
5.25,0,1.221730215,1.174019488,0,0.133740181,13.37401806,0,0.391447937,0.257430902,0.183691775
5.3,0,1.206662741,1.180988361,0,0.135861671,13.58616713,1,0.396990894,0,0.190849614
5.35,1,1.216507302,1.182366122,1,0.136279396,13.62793962,0,0.455034191,0.261459864,0.186566671
5.4,1,1.257401627,1.19326177,1,0.137746115,13.77461153,1,0.459885633,0,0.19387051
5.45,1,1.279353694,1.205758975,1,0.13989084,13.98908401,0,0.511596601,0.265586962,0.189511594
5.5,0,1.259350226,1.22059161,0,0.143345456,14.33454559,1,0.515984328,0,0.197012605
5.55,0,1.250253532,1.223929425,0,0.144466986,14.44669856,0,0.563300413,0.270066248,0.192707822
5.6,1,1.274996074,1.227166469,1,0.145062624,14.50626241,1,0.567355393,0,0.200471882
5.65,1,1.300561089,1.235777895,1,0.146266279,14.62662789,0,0.611436479,0.274777544,0.196069603
5.7,0,1.316369548,1.254431577,0,0.149659938,14.96599378,1,0.615239251,0,0.203925643
5.75,0,1.302082618,1.262687011,0,0.15178131,15.17813103,0,0.656799937,0.279613522,0.199520352
5.8,0,1.289316011,1.266298055,0,0.153114406,15.31144065,1,0.660403682,0,0.207688114
5.85,1,1.317305618,1.268845313,1,0.153415003,15.34150031,0,0.6999865,0.284819618,0.203235202
5.9,1,1.353854853,1.28303802,1,0.155534255,15.55342548,1,0.703431836,0,0.211489701
5.95,0,1.358260426,1.295697989,0,0.157929667,15.7929667,0,0.74138197,0.290008811,0.20693799
6,0,1.338635302,1.305754508,0,0.160661728,16.06617278,1,0.744694949,0,0.215439089
6.05,0,1.330792363,1.307156118,0,0.161302304,16.13023036,0,0.781304865,0.295543131,0.210887045
6.1,1,1.371854572,1.313068313,1,0.16200492,16.200492,1,0.784509139,0,0.219577905
6.15,1,1.394920782,1.323491776,1,0.16364113,16.36411295,0,0.819991908,0.301134991,0.21487716
6.2,0,1.391028599,1.34079428,0,0.167161586,16.7161586,1,0.823103247,0,0.22368639
6.25,0,1.379294867,1.345807957,0,0.168688382,16.86883819,0,0.857616267,0.306872956,0.218971529
6.3,1,1.384130447,1.347490574,1,0.169370088,16.93700878,1,0.860648185,0,0.228064832
6.35,1,1.412111795,1.352725416,1,0.169952147,16.99521471,0,0.894345659,0.312834559,0.223225475
6.4,1,1.445318161,1.369249435,1,0.172654089,17.26540885,1,0.89730987,0,0.232377882
6.45,0,1.43088746,1.380058961,0,0.175030172,17.50301722,0,0.930279992,0.31874628,0.227443829
6.5,0,1.414575725,1.385802071,0,0.17690603,17.69060299,1,0.933183834,0,0.236875231
6.55,1,1.423594889,1.386366715,1,0.177160811,17.71608112,0,0.965536128,0.324968682,0.231883871
6.6,1,1.463257254,1.396048741,1,0.178384327,17.83843266,1,0.968388793,0,0.241429441
6.65,1,1.484392087,1.407740881,1,0.18036772,18.03677196,0,1.000187824,0.331114806,0.236269484
6.7,0,1.463168844,1.421371909,0,0.183581537,18.35815374,1,1.00299395,0,0.24598122
6.75,0,1.453262999,1.423912629,0,0.184543332,18.45433315,0,1.034303803,0.337448758,0.240789124
6.8,1,1.476797833,1.425959959,1,0.184900554,18.49005545,1,1.03706946,0,0.250733689
6.85,1,1.501561702,1.433782179,1,0.185946054,18.5946054,0,1.067952797,0.34385986,0.245363814
6.9,0,1.516174402,1.451257923,0,0.189103656,18.91036564,1,1.070682363,0,0.255370893
6.95,0,1.501094254,1.45873196,0,0.191068439,19.10684386,0,1.101169819,0.350249761,0.249923377
7,0,1.487143718,1.461176723,0,0.192167814,19.2167814,1,1.103866385,0,0.260213435
7.05,1,1.514347956,1.462950317,1,0.19231337,19.23133698,0,1.134014941,0.35687238,0.254648997
7.1,1,1.549724978,1.475988285,1,0.194201213,19.42012134,1,1.136683043,0,0.264997739
7.15,0,1.553352952,1.487882246,0,0.196443119,19.64431189,0,1.166511295,0.363348708,0.25927023
7.2,0,1.532567214,1.496795452,0,0.198946062,19.89460615,1,1.169152257,0,0.269838182
7.25,0,1.523954371,1.497438635,0,0.19943465,19.94346496,0,1.198698592,0.370048348,0.264050809
7.3,1,1.563867451,1.50221883,1,0.199910415,19.9910415,1,1.201316133,0,0.274781765
7.35,1,1.586171375,1.511891371,1,0.201396141,20.13961408,0,1.2306057,0.376690869,0.26879063
7.4,0,1.581141434,1.528073078,0,0.204691991,20.46919911,1,1.233201238,0,0.27961381
7.45,0,1.56865296,1.532343262,0,0.206069792,20.60697922,0,1.262248908,0.383371593,0.273557711
7.5,1,1.572362039,1.532916173,1,0.206529115,20.65291145,1,1.264824345,0,0.284639401
7.55,1,1.599596113,1.537414881,1,0.206963653,20.69636535,0,1.293662563,0.390174437,0.278411933
7.6,1,1.631687127,1.552840174,1,0.209445412,20.94454118,1,1.296220134,0,0.289527722
7.65,0,1.616516547,1.562920849,0,0.211675435,21.1675435,0,1.324851145,0.396831915,0.283162427
7.7,0,1.599100496,1.567576106,0,0.213333288,21.33332884,1,1.327391195,0,0.294532746
7.75,1,1.607387102,1.567419112,1,0.213443454,21.34434545,0,1.355843235,0.403710288,0.288070542
7.8,1,1.645956079,1.576024049,1,0.214451123,21.44511228,1,1.358368314,0,0.299531081
7.85,1,1.666365602,1.587001692,1,0.216291332,21.62913316,0,1.38664709,0.410427979,0.292864001
7.9,0,1.64405979,1.59956629,0,0.219291438,21.92914383,1,1.389157224,0,0.304467254
7.95,0,1.633435814,1.601399583,0,0.220111465,22.01114651,0,1.417274922,0.417254178,0.297734888
8,1,1.655898791,1.602391035,1,0.220257092,22.02570917,1,1.419771718,0,0.309547995
8.05,1,1.679951635,1.609512829,1,0.221162227,22.11622267,0,1.447745329,0.424083011,0.302607653
8.1,0,1.693503085,1.625943143,0,0.224110327,22.41103265,1,1.450229635,0,0.314460759
8.15,0,1.677718947,1.632723685,0,0.225936133,22.59361332,0,1.478057267,0.43082066,0.307415354
8.2,0,1.662717663,1.634133363,0,0.226828079,22.68280792,1,1.480529339,0,0.319529367
8.25,1,1.689224877,1.635220325,1,0.226836035,22.68360346,0,1.50823234,0.437725329,0.312342233
8.3,1,1.723561549,1.64723345,1,0.228518501,22.85185014,1,1.510693829,0,0.324493284
8.35,0,1.726499396,1.658447573,0,0.230624168,23.06241682,0,1.538268114,0.444422054,0.317120732
8.4,0,1.704683603,1.666346078,0,0.232923766,23.29237663,1,1.540718512,0,0.329469756
8.45,0,1.695387462,1.66631615,0,0.233277464,23.32774638,0,1.568177391,0.451284259,0.32201731
8.5,1,1.734280679,1.670091685,1,0.233551897,23.35518967,1,1.570618212,0,0.334508498
8.55,1,1.755908067,1.679097775,1,0.234904067,23.49040668,0,1.597967266,0.458035118,0.326834437
8.6,0,1.749868355,1.694284764,0,0.238000577,23.8000577,1,1.60039846,0,0.33939739
8.65,0,1.73671004,1.697895093,0,0.239246144,23.9246144,0,1.62763717,0.464773362,0.331642562
8.7,1,1.73941934,1.697483128,1,0.239508099,23.95080987,1,1.6300592,0,0.344443934
8.75,1,1.765990201,1.70132851,1,0.239811712,23.9811712,0,1.657202223,0.471586122,0.336503859
8.8,1,1.797091329,1.715778673,1,0.242098056,24.20980558,1,1.65961595,0,0.349319596
8.85,0,1.781264099,1.725212488,0,0.244198449,24.41984488,0,1.686655855,0.478208948,0.341229627
8.9,0,1.762867957,1.728902264,0,0.245662821,24.56628214,1,1.689060775,0,0.354280503
8.95,1,1.770504411,1.72810481,1,0.24564464,24.56446401,0,1.71601156,0.485010968,0.34608326
9,1,1.808102996,1.73575382,1,0.246460742,24.64607422,1,1.718408996,0,0.359205295
9.05,1,1.827868801,1.746097341,1,0.248173874,24.81738737,0,1.745268023,0.491613311,0.350794411
9.1,0,1.804602199,1.757715471,0,0.25098431,25.09843097,1,1.747657392,0,0.364040422
9.15,0,1.793340874,1.758920916,0,0.251678517,25.16785167,0,1.774427946,0.49828772,0.355556987
9.2,1,1.814852569,1.758975268,1,0.251636349,25.16363495,1,1.776809987,0,0.368994425
9.25,1,1.838274371,1.765475426,1,0.25241691,25.24169097,0,1.803499986,0.50493073,0.360297157
9.3,0,1.850883952,1.780977912,0,0.255179074,25.5179074,1,1.805874905,0,0.373756467
9.35,0,1.834475016,1.78714297,0,0.256881539,25.68815387,0,1.832477811,0.5114508,0.364949602
9.4,0,1.818541183,1.787634001,0,0.257589389,25.7589389,1,1.834845385,0,0.378651984
9.45,1,1.844429782,1.788111569,1,0.257475223,25.74752229,0,1.86137391,0.518108279,0.369700097
9.5,1,1.877843133,1.799215138,1,0.258975416,25.89754158,1,1.863735097,0,0.383421964
9.55,0,1.880168487,1.809825898,0,0.26096017,26.09601695,0,1.890181961,0.524530229,0.374282528
9.6,0,1.857438509,1.816823847,0,0.263079297,26.30792974,1,1.892536009,0,0.388185089
9.65,0,1.847535936,1.816196525,0,0.263313278,26.33132783,0,1.918908441,0.531091984,0.378964718
9.7,1,1.885524015,1.819080416,1,0.263409027,26.34090268,1,1.921256283,0,0.392992428
9.75,1,1.906550971,1.827495025,1,0.264642665,26.46426649,0,1.947555665,0.53751852,0.383550422
9.8,0,1.899615078,1.841799192,0,0.267562259,26.75622588,1,1.949896988,0,0.397633142
9.85,0,1.885862272,1.844823892,0,0.268690467,26.86904668,0,1.976120026,0.54391027,0.388111304
9.9,1,1.887684259,1.843537842,1,0.268777256,26.87772559,1,1.978454969,0,0.402415937
9.95,1,1.913666513,1.84680339,1,0.268964671,26.89646715,0,2.004611162,0.550355968,0.39271068
10,1,1.943889108,1.860388117,1,0.271077583,27.1077583,0,2.006940219,0,0.407013416
10.05,0,1.927479094,1.869247836,0,0.273062928,27.30629282,0,2.006940219,0,0.417849476
10.1,0,1.908213113,1.87208074,0,0.274355585,27.43555846,0,2.006940219,0,0.434226634
10.15,1,1.915272551,1.870714871,1,0.274223494,27.42234939,0,2.006940219,0,0.445196549
10.2,1,1.952009904,1.877515488,1,0.274869579,27.48695791,0,2.006940219,0,0.461650399
10.25,1,1.971204402,1.887296218,1,0.276469928,27.64699283,0,2.006940219,0,0.472643028
10.3,0,1.947085091,1.898074351,0,0.27911203,27.91120299,0,2.006940219,0,0.489225889
10.35,0,1.935258112,1.898722575,0,0.279694571,27.96945705,0,2.006940219,0,0.500381564
10.4,1,1.955925535,1.89794524,1,0.279485735,27.94857346,0,2.006940219,0,0.517161296
10.45,1,1.978787281,1.903893691,1,0.280155734,28.01557336,0,2.006940219,0,0.528341421
10.5,0,1.990560945,1.91857272,0,0.282752878,28.27528784,0,2.006940219,0,0.545148532
10.55,0,1.973597495,1.924191531,0,0.284345876,28.43458758,0,2.006940219,0,0.55644999
10.6,0,1.956836017,1.923867255,0,0.28489034,28.48903396,0,2.006940219,0,0.573505433
10.65,1,1.982175589,1.92380398,1,0.284667789,28.46677895,0,2.006940219,0,0.584899231
10.7,1,2.014769484,1.934100309,1,0.286006213,28.60062126,0,2.006940219,0,0.601980041
10.75,0,2.016551244,1.944175579,0,0.287883655,28.78836548,0,2.006940219,0,0.613415828
10.8,0,1.993009919,1.950374275,0,0.289842614,28.98426136,0,2.006940219,0,0.630682589
10.85,0,1.982569131,1.949216762,0,0.289970345,28.99703449,0,2.006940219,0,0.642269764
10.9,1,2.019753891,1.95130931,1,0.289907509,28.99075094,0,2.006940219,0,0.659667558
10.95,1,2.040247959,1.959198973,1,0.291035949,29.10359492,0,2.006940219,0,0.671264068
11,0,2.032516696,1.972719628,0,0.293798528,29.37985283,0,2.006940219,0,0.688722464
11.05,0,2.018236275,1.975224578,0,0.294822579,29.4822579,0,2.006940219,0,0.700465196
11.1,1,2.019270763,1.973162768,1,0.294753907,29.4753907,0,2.006940219,0,0.718151138
11.15,1,2.044730622,1.975913709,1,0.294838196,29.4838196,0,2.006940219,0,0.729941523
11.2,1,2.074173511,1.988730353,1,0.296797185,29.67971848,0,2.006940219,0,0.747631533
11.25,0,2.057246272,1.997080556,0,0.298680424,29.86804238,0,2.006940219,0,0.759496891
11.3,0,2.0372083,1.999152978,0,0.299820681,29.98206807,0,2.006940219,0,0.777411439
11.35,1,2.04375563,1.997282636,1,0.299587494,29.95874942,0,2.006940219,0,0.789400465
11.4,1,2.079728632,2.003330295,1,0.300082688,30.00826878,0,2.006940219,0,0.807376492
11.45,1,2.09841609,2.012611544,1,0.301582942,30.15829417,0,2.006940219,0,0.819378149
11.5,0,2.073539991,2.022644171,0,0.304075645,30.40756449,0,2.006940219,0,0.837468125
11.55,0,2.061210989,2.022797856,0,0.304559081,30.45590807,0,2.006940219,0,0.849622842
11.6,1,2.081129114,2.021282391,1,0.304202325,30.42023246,0,2.006940219,0,0.867894775
11.65,1,2.103493805,2.026741198,1,0.304774199,30.47741995,0,2.006940219,0,0.880064057
11.7,0,2.114525584,2.040689402,0,0.307224888,30.72248879,0,2.006940219,0,0.898348603
11.75,0,2.097069998,2.045823413,0,0.308720732,30.87207321,0,2.006940219,0,0.910629429
11.8,0,2.079573976,2.044775543,0,0.309120189,30.91201888,0,2.006940219,0,0.929147687
11.85,1,2.104426282,2.044232266,1,0.308801447,30.88014469,0,2.006940219,0,0.941511163
11.9,1,2.136292902,2.053812161,1,0.309996298,30.99962978,0,2.006940219,0,0.960040312
11.95,0,2.137592218,2.063412178,0,0.3117785,31.17785,0,2.006940219,0,0.972436182
12,0,2.113330815,2.068901531,0,0.313595307,31.35953073,0,2.006940219,0,0.991136951
12.05,0,2.102412356,2.067273468,0,0.313628741,31.36287411,0,2.006940219,0,1.003674707
12.1,1,2.138884164,2.068663691,1,0.313425161,31.34251607,0,2.006940219,0,1.02249232
12.15,1,2.158905287,2.076087461,1,0.314460236,31.44602361,0,2.006940219,0,1.035030005
12.2,0,2.150468127,2.08891274,0,0.317083463,31.70834631,0,2.006940219,0,1.053894169
12.25,0,2.135719441,2.090956407,0,0.318015073,31.80150732,0,2.006940219,0,1.066568764
12.3,1,2.136055018,2.088206103,1,0.317808428,31.78084281,0,2.006940219,0,1.085646563
12.35,1,2.161051246,2.090500325,1,0.317801191,31.78011913,0,2.006940219,0,1.098359588
12.4,1,2.189802138,2.102635288,1,0.319623572,31.96235722,0,2.006940219,0,1.117427684
12.45,0,2.172415857,2.110533293,0,0.321416191,32.14161911,0,2.006940219,0,1.130206552
12.5,0,2.151692736,2.111930779,0,0.322421192,32.24211919,0,2.006940219,0,1.149485548
12.55,1,2.157785566,2.109612712,1,0.322098282,32.2098282,0,2.006940219,0,1.162379046
12.6,1,2.193080199,2.114992115,1,0.322459558,32.24595579,0,2.006940219,0,1.181706019
12.65,1,2.211317654,2.12383007,1,0.323870976,32.38709763,0,2.006940219,0,1.194603197
12.7,0,2.185769899,2.133201052,0,0.326231087,32.62310869,0,2.006940219,0,1.214030751
12.75,0,2.172995348,2.132915829,0,0.326626566,32.66265662,0,2.006940219,0,1.227072128
12.8,1,2.192248462,2.130745268,1,0.32613853,32.61385297,0,2.006940219,0,1.246668403
12.85,1,2.214172012,2.13576951,1,0.326623318,32.66233184,0,2.006940219,0,1.259715571
12.9,0,2.224545362,2.1490691,0,0.328944026,32.89440255,0,2.006940219,0,1.279311355
12.95,0,2.206653,2.153772846,0,0.330353645,33.03536453,0,2.006940219,0,1.29246138
13,0,2.188505064,2.15208278,0,0.330624407,33.06244069,0,2.006940219,0,1.3122779
13.05,1,2.212924917,2.151113497,1,0.330220294,33.02202938,0,2.006940219,0,1.325501974
13.1,1,2.244146074,2.160057551,1,0.331287723,33.1287723,0,2.006940219,0,1.345316538
13.15,0,2.245017215,2.169235777,0,0.332985399,33.29853989,0,2.006940219,0,1.358564489
13.2,0,2.220116736,2.17409558,0,0.334676045,33.46760454,0,2.006940219,0,1.378537954
13.25,0,2.208774341,2.1720499,0,0.334625789,33.46257892,0,2.006940219,0,1.39191936
13.3,1,2.244613396,2.172816803,1,0.334297297,33.42972965,0,2.006940219,0,1.411997075
13.35,1,2.264214777,2.179827088,1,0.33524951,33.52495101,0,2.006940219,0,1.425370062
13.4,0,2.255151126,2.192035216,0,0.337749061,33.77490608,0,2.006940219,0,1.445481859
13.45,0,2.239986852,2.193669489,0,0.338598629,33.85986291,0,2.006940219,0,1.458983489
13.5,1,2.239702137,2.190308141,1,0.338269531,33.82695315,0,2.006940219,0,1.479296575
13.55,1,2.264286889,2.192197021,1,0.338181065,33.81810646,0,2.006940219,0,1.492828453
13.6,1,2.292423628,2.203726985,1,0.339882205,33.98822047,0,2.006940219,0,1.513119612
13.65,0,2.274629942,2.211223659,0,0.341594397,34.15943975,0,2.006940219,0,1.52670923
13.7,0,2.253298745,2.212022133,0,0.342479357,34.24793572,0,2.006940219,0,1.547199186
13.75,1,2.258988202,2.209306706,1,0.342076817,34.2076817,0,2.006940219,0,1.560895411
13.8,1,2.293680776,2.214093026,1,0.34231924,34.23192397,0,2.006940219,0,1.581421362
13.85,1,2.31151885,2.222537552,1,0.343651816,34.36518157,0,2.006940219,0,1.595113323
13.9,0,2.285374993,2.231321319,0,0.345894249,34.58942492,0,2.006940219,0,1.61572799
13.95,0,2.272205012,2.230646562,0,0.346211666,34.62116663,0,2.006940219,0,1.629556285
14,1,2.290867924,2.227894597,1,0.345607117,34.56071172,0,2.006940219,0,1.650327927
14.05,1,2.312399958,2.232533158,1,0.346014616,34.60146161,0,2.006940219,0,1.664154227
14.1,0,2.322188945,2.245257097,0,0.348219963,34.82199635,0,2.006940219,0,1.684913746
14.15,0,2.303908941,2.24957898,0,0.349553058,34.95530584,0,2.006940219,0,1.698835193
14.2,0,2.285182425,2.247318958,0,0.349709602,34.97096018,0,2.006940219,0,1.719803933
14.25,1,2.309218472,2.24597159,1,0.349229721,34.9229721,0,2.006940219,0,1.733791795
14.3,1,2.339866774,2.254351329,1,0.350184062,35.01840623,0,2.006940219,0,1.754747178
14.35,0,2.340357906,2.263155211,0,0.35180672,35.18067202,0,2.006940219,0,1.76875136
14.4,0,2.314890242,2.267456284,0,0.353385398,35.33853979,0,2.006940219,0,1.789854354
14.45,0,2.303171598,2.265039964,0,0.353260866,35.32608661,0,2.006940219,0,1.803984508
14.5,1,2.338449079,2.265253665,1,0.352821512,35.28215124,0,2.006940219,0,1.825180575
