time,Tank1WaterLevel,Tank2WaterLevel,Tank2OutFlow,Tank3OutFlow,Tank2.level,wt3_valve
5.2,1.23532728,1.162388709,0.131199526,0,0.188016764,1
5.25,1.221730215,1.174019488,0.133740181,0.257430902,0.183691775,0
5.3,1.206662741,1.180988361,0.135861671,0,0.190849614,1
5.35,1.216507302,1.182366122,0.136279396,0.261459864,0.186566671,0
5.4,1.257401627,1.19326177,0.137746115,0,0.19387051,1
5.45,1.279353694,1.205758975,0.13989084,0.265586962,0.189511594,0
5.5,1.259350226,1.22059161,0.143345456,0,0.197012605,1
5.55,1.250253532,1.223929425,0.144466986,0.270066248,0.192707822,0
5.6,1.274996074,1.227166469,0.145062624,0,0.200471882,1
5.65,1.300561089,1.235777895,0.146266279,0.274777544,0.196069603,0
5.7,1.316369548,1.254431577,0.149659938,0,0.203925643,1
5.75,1.302082618,1.262687011,0.15178131,0.279613522,0.199520352,0
5.8,1.289316011,1.266298055,0.153114406,0,0.207688114,1
5.85,1.317305618,1.268845313,0.153415003,0.284819618,0.203235202,0
5.9,1.353854853,1.28303802,0.155534255,0,0.211489701,1
5.95,1.358260426,1.295697989,0.157929667,0.290008811,0.20693799,0
6,1.338635302,1.305754508,0.160661728,0,0.215439089,1
6.05,1.330792363,1.307156118,0.161302304,0.295543131,0.210887045,0
6.1,1.371854572,1.313068313,0.16200492,0,0.219577905,1
6.15,1.394920782,1.323491776,0.16364113,0.301134991,0.21487716,0
6.2,1.391028599,1.34079428,0.167161586,0,0.22368639,1
6.25,1.379294867,1.345807957,0.168688382,0.306872956,0.218971529,0
6.3,1.384130447,1.347490574,0.169370088,0,0.228064832,1
6.35,1.412111795,1.352725416,0.169952147,0.312834559,0.223225475,0
6.4,1.445318161,1.369249435,0.172654089,0,0.232377882,1
6.45,1.43088746,1.380058961,0.175030172,0.31874628,0.227443829,0
6.5,1.414575725,1.385802071,0.17690603,0,0.236875231,1
6.55,1.423594889,1.386366715,0.177160811,0.324968682,0.231883871,0
6.6,1.463257254,1.396048741,0.178384327,0,0.241429441,1
6.65,1.484392087,1.407740881,0.18036772,0.331114806,0.236269484,0
6.7,1.463168844,1.421371909,0.183581537,0,0.24598122,1
6.75,1.453262999,1.423912629,0.184543332,0.337448758,0.240789124,0
6.8,1.476797833,1.425959959,0.184900554,0,0.250733689,1
6.85,1.501561702,1.433782179,0.185946054,0.34385986,0.245363814,0
6.9,1.516174402,1.451257923,0.189103656,0,0.255370893,1
6.95,1.501094254,1.45873196,0.191068439,0.350249761,0.249923377,0
7,1.487143718,1.461176723,0.192167814,0,0.260213435,1
7.05,1.514347956,1.462950317,0.19231337,0.35687238,0.254648997,0
7.1,1.549724978,1.475988285,0.194201213,0,0.264997739,1
7.15,1.553352952,1.487882246,0.196443119,0.363348708,0.25927023,0
7.2,1.532567214,1.496795452,0.198946062,0,0.269838182,1
7.25,1.523954371,1.497438635,0.19943465,0.370048348,0.264050809,0
7.3,1.563867451,1.50221883,0.199910415,0,0.274781765,1
7.35,1.586171375,1.511891371,0.201396141,0.376690869,0.26879063,0
7.4,1.581141434,1.528073078,0.204691991,0,0.27961381,1
7.45,1.56865296,1.532343262,0.206069792,0.383371593,0.273557711,0
7.5,1.572362039,1.532916173,0.206529115,0,0.284639401,1
7.55,1.599596113,1.537414881,0.206963653,0.390174437,0.278411933,0
7.6,1.631687127,1.552840174,0.209445412,0,0.289527722,1
7.65,1.616516547,1.562920849,0.211675435,0.396831915,0.283162427,0
7.7,1.599100496,1.567576106,0.213333288,0,0.294532746,1
7.75,1.607387102,1.567419112,0.213443454,0.403710288,0.288070542,0
7.8,1.645956079,1.576024049,0.214451123,0,0.299531081,1
7.85,1.666365602,1.587001692,0.216291332,0.410427979,0.292864001,0
7.9,1.64405979,1.59956629,0.219291438,0,0.304467254,1
7.95,1.633435814,1.601399583,0.220111465,0.417254178,0.297734888,0
8,1.655898791,1.602391035,0.220257092,0,0.309547995,1
8.05,1.679951635,1.609512829,0.221162227,0.424083011,0.302607653,0
8.1,1.693503085,1.625943143,0.224110327,0,0.314460759,1
8.15,1.677718947,1.632723685,0.225936133,0.43082066,0.307415354,0
8.2,1.662717663,1.634133363,0.226828079,0,0.319529367,1
8.25,1.689224877,1.635220325,0.226836035,0.437725329,0.312342233,0
8.3,1.723561549,1.64723345,0.228518501,0,0.324493284,1
8.35,1.726499396,1.658447573,0.230624168,0.444422054,0.317120732,0
8.4,1.704683603,1.666346078,0.232923766,0,0.329469756,1
8.45,1.695387462,1.66631615,0.233277464,0.451284259,0.32201731,0
8.5,1.734280679,1.670091685,0.233551897,0,0.334508498,1
8.55,1.755908067,1.679097775,0.234904067,0.458035118,0.326834437,0
8.6,1.749868355,1.694284764,0.238000577,0,0.33939739,1
8.65,1.73671004,1.697895093,0.239246144,0.464773362,0.331642562,0
8.7,1.73941934,1.697483128,0.239508099,0,0.344443934,1
8.75,1.765990201,1.70132851,0.239811712,0.471586122,0.336503859,0
8.8,1.797091329,1.715778673,0.242098056,0,0.349319596,1
8.85,1.781264099,1.725212488,0.244198449,0.478208948,0.341229627,0
8.9,1.762867957,1.728902264,0.245662821,0,0.354280503,1
8.95,1.770504411,1.72810481,0.24564464,0.485010968,0.34608326,0
9,1.808102996,1.73575382,0.246460742,0,0.359205295,1
9.05,1.827868801,1.746097341,0.248173874,0.491613311,0.350794411,0
9.1,1.804602199,1.757715471,0.25098431,0,0.364040422,1
9.15,1.793340874,1.758920916,0.251678517,0.49828772,0.355556987,0
9.2,1.814852569,1.758975268,0.251636349,0,0.368994425,1
9.25,1.838274371,1.765475426,0.25241691,0.50493073,0.360297157,0
9.3,1.850883952,1.780977912,0.255179074,0,0.373756467,1
9.35,1.834475016,1.78714297,0.256881539,0.5114508,0.364949602,0
9.4,1.818541183,1.787634001,0.257589389,0,0.378651984,1
9.45,1.844429782,1.788111569,0.257475223,0.518108279,0.369700097,0
9.5,1.877843133,1.799215138,0.258975416,0,0.383421964,1
9.55,1.880168487,1.809825898,0.26096017,0.524530229,0.374282528,0
9.6,1.857438509,1.816823847,0.263079297,0,0.388185089,1
9.65,1.847535936,1.816196525,0.263313278,0.531091984,0.378964718,0
9.7,1.885524015,1.819080416,0.263409027,0,0.392992428,1
9.75,1.906550971,1.827495025,0.264642665,0.53751852,0.383550422,0
9.8,1.899615078,1.841799192,0.267562259,0,0.397633142,1
9.85,1.885862272,1.844823892,0.268690467,0.54391027,0.388111304,0
9.9,1.887684259,1.843537842,0.268777256,0,0.402415937,1
9.95,1.913666513,1.84680339,0.268964671,0.550355968,0.39271068,0
10,1.943889108,1.860388117,0.271077583,0,0.407013416,0
10.05,1.927479094,1.869247836,0.273062928,0,0.417849476,0
10.1,1.908213113,1.87208074,0.274355585,0,0.434226634,0
10.15,1.915272551,1.870714871,0.274223494,0,0.445196549,0
10.2,1.952009904,1.877515488,0.274869579,0,0.461650399,0
10.25,1.971204402,1.887296218,0.276469928,0,0.472643028,0
10.3,1.947085091,1.898074351,0.27911203,0,0.489225889,0
10.35,1.935258112,1.898722575,0.279694571,0,0.500381564,0
10.4,1.955925535,1.89794524,0.279485735,0,0.517161296,0
10.45,1.978787281,1.903893691,0.280155734,0,0.528341421,0
10.5,1.990560945,1.91857272,0.282752878,0,0.545148532,0
10.55,1.973597495,1.924191531,0.284345876,0,0.55644999,0
10.6,1.956836017,1.923867255,0.28489034,0,0.573505433,0
10.65,1.982175589,1.92380398,0.284667789,0,0.584899231,0
10.7,2.014769484,1.934100309,0.286006213,0,0.601980041,0
10.75,2.016551244,1.944175579,0.287883655,0,0.613415828,0
10.8,1.993009919,1.950374275,0.289842614,0,0.630682589,0
10.85,1.982569131,1.949216762,0.289970345,0,0.642269764,0
10.9,2.019753891,1.95130931,0.289907509,0,0.659667558,0
10.95,2.040247959,1.959198973,0.291035949,0,0.671264068,0
11,2.032516696,1.972719628,0.293798528,0,0.688722464,0
11.05,2.018236275,1.975224578,0.294822579,0,0.700465196,0
11.1,2.019270763,1.973162768,0.294753907,0,0.718151138,0
11.15,2.044730622,1.975913709,0.294838196,0,0.729941523,0
11.2,2.074173511,1.988730353,0.296797185,0,0.747631533,0
11.25,2.057246272,1.997080556,0.298680424,0,0.759496891,0
11.3,2.0372083,1.999152978,0.299820681,0,0.777411439,0
11.35,2.04375563,1.997282636,0.299587494,0,0.789400465,0
11.4,2.079728632,2.003330295,0.300082688,0,0.807376492,0
11.45,2.09841609,2.012611544,0.301582942,0,0.819378149,0
11.5,2.073539991,2.022644171,0.304075645,0,0.837468125,0
11.55,2.061210989,2.022797856,0.304559081,0,0.849622842,0
11.6,2.081129114,2.021282391,0.304202325,0,0.867894775,0
11.65,2.103493805,2.026741198,0.304774199,0,0.880064057,0
11.7,2.114525584,2.040689402,0.307224888,0,0.898348603,0
11.75,2.097069998,2.045823413,0.308720732,0,0.910629429,0
11.8,2.079573976,2.044775543,0.309120189,0,0.929147687,0
11.85,2.104426282,2.044232266,0.308801447,0,0.941511163,0
11.9,2.136292902,2.053812161,0.309996298,0,0.960040312,0
11.95,2.137592218,2.063412178,0.3117785,0,0.972436182,0
12,2.113330815,2.068901531,0.313595307,0,0.991136951,0
12.05,2.102412356,2.067273468,0.313628741,0,1.003674707,0
12.1,2.138884164,2.068663691,0.313425161,0,1.02249232,0
12.15,2.158905287,2.076087461,0.314460236,0,1.035030005,0
12.2,2.150468127,2.08891274,0.317083463,0,1.053894169,0
12.25,2.135719441,2.090956407,0.318015073,0,1.066568764,0
12.3,2.136055018,2.088206103,0.317808428,0,1.085646563,0
12.35,2.161051246,2.090500325,0.317801191,0,1.098359588,0
12.4,2.189802138,2.102635288,0.319623572,0,1.117427684,0
12.45,2.172415857,2.110533293,0.321416191,0,1.130206552,0
12.5,2.151692736,2.111930779,0.322421192,0,1.149485548,0
12.55,2.157785566,2.109612712,0.322098282,0,1.162379046,0
12.6,2.193080199,2.114992115,0.322459558,0,1.181706019,0
12.65,2.211317654,2.12383007,0.323870976,0,1.194603197,0
12.7,2.185769899,2.133201052,0.326231087,0,1.214030751,0
12.75,2.172995348,2.132915829,0.326626566,0,1.227072128,0
12.8,2.192248462,2.130745268,0.32613853,0,1.246668403,0
12.85,2.214172012,2.13576951,0.326623318,0,1.259715571,0
12.9,2.224545362,2.1490691,0.328944026,0,1.279311355,0
12.95,2.206653,2.153772846,0.330353645,0,1.29246138,0
13,2.188505064,2.15208278,0.330624407,0,1.3122779,0
13.05,2.212924917,2.151113497,0.330220294,0,1.325501974,0
13.1,2.244146074,2.160057551,0.331287723,0,1.345316538,0
13.15,2.245017215,2.169235777,0.332985399,0,1.358564489,0
13.2,2.220116736,2.17409558,0.334676045,0,1.378537954,0
13.25,2.208774341,2.1720499,0.334625789,0,1.39191936,0
13.3,2.244613396,2.172816803,0.334297297,0,1.411997075,0
13.35,2.264214777,2.179827088,0.33524951,0,1.425370062,0
13.4,2.255151126,2.192035216,0.337749061,0,1.445481859,0
13.45,2.239986852,2.193669489,0.338598629,0,1.458983489,0
13.5,2.239702137,2.190308141,0.338269531,0,1.479296575,0
13.55,2.264286889,2.192197021,0.338181065,0,1.492828453,0
13.6,2.292423628,2.203726985,0.339882205,0,1.513119612,0
13.65,2.274629942,2.211223659,0.341594397,0,1.52670923,0
13.7,2.253298745,2.212022133,0.342479357,0,1.547199186,0
13.75,2.258988202,2.209306706,0.342076817,0,1.560895411,0
13.8,2.293680776,2.214093026,0.34231924,0,1.581421362,0
13.85,2.31151885,2.222537552,0.343651816,0,1.595113323,0
13.9,2.285374993,2.231321319,0.345894249,0,1.61572799,0
13.95,2.272205012,2.230646562,0.346211666,0,1.629556285,0
14,2.290867924,2.227894597,0.345607117,0,1.650327927,0
14.05,2.312399958,2.232533158,0.346014616,0,1.664154227,0
14.1,2.322188945,2.245257097,0.348219963,0,1.684913746,0
14.15,2.303908941,2.24957898,0.349553058,0,1.698835193,0
14.2,2.285182425,2.247318958,0.349709602,0,1.719803933,0
14.25,2.309218472,2.24597159,0.349229721,0,1.733791795,0
14.3,2.339866774,2.254351329,0.350184062,0,1.754747178,0
14.35,2.340357906,2.263155211,0.35180672,0,1.76875136,0
14.4,2.314890242,2.267456284,0.353385398,0,1.789854354,0
14.45,2.303171598,2.265039964,0.353260866,0,1.803984508,0
14.5,2.338449079,2.265253665,0.352821512,0,1.825180575,0
14.55,2.357677936,2.271896978,0.353700185,0,1.8392949,0
14.6,2.348058268,2.283557379,0.356089972,0,1.860513982,0
14.65,2.332525155,2.284828311,0.356866728,0,1.874749615,0
14.7,2.331689926,2.280924655,0.356428952,0,1.896159029,0
14.75,2.355909489,2.28245379,0.356268393,0,1.910417647,0
14.8,2.383501161,2.293446813,0.357861931,0,1.931794285,0
14.85,2.3653459,2.300587301,0.359502745,0,1.946103451,0
14.9,2.34347503,2.300854147,0.360281167,0,1.967668146,0
14.95,2.348806489,2.29778606,0.359807954,0,1.982076798,0
15,2.38296473,2.302046012,0.359944893,0,2.003666853,0
15.05,2.400448349,2.310141367,0.361207496,0,2.018064192,0
15.1,2.373775446,2.318403975,0.36334549,0,2.039732433,1
15.15,2.360254519,2.317383502,0.363593626,2.735130118,1.951672867,1
15.2,2.37839362,2.314115535,0.362885671,2.543870448,1.815198077,1
15.25,2.399578179,2.318411802,0.363224574,2.424977423,1.730361056,1
15.3,2.408848539,2.330624845,0.365327539,2.258700654,1.611713005,1
15.35,2.390224499,2.33460782,0.366592717,2.155474333,1.53805508,1
15.4,2.370984488,2.331841958,0.366647891,2.011199983,1.435107021,1
15.45,2.394679903,2.330159036,0.366100766,1.921547158,1.371134567,1
15.5,2.424819791,2.338037941,0.36695474,1.796106569,1.281625482,1
15.55,2.424973663,2.346509589,0.368510819,1.718192738,1.226029477,1
15.6,2.399002615,2.350314782,0.369990123,1.609337517,1.148355007,1
15.65,2.386950047,2.347569517,0.369799671,1.541768093,1.100140331,1
15.7,2.421729127,2.347292246,0.369261928,1.44725253,1.032698034,1
15.75,2.440627364,2.353609868,0.370075333,1.388488363,0.990766416,1
15.8,2.430514227,2.364784155,0.372367703,1.306352355,0.932157644,0
15.85,2.414653766,2.36573262,0.373079836,0,0.942690203,0
15.9,2.41332995,2.36134766,0.372545608,0,0.965072619,0
15.95,2.437225404,2.362557518,0.372321066,0,0.979976225,0
16,2.464333324,2.373074,0.373819106,0,1.002316237,0
16.05,2.445857162,2.379898371,0.37539657,0,1.017264008,0
16.1,2.423507326,2.379693392,0.376080439,0,1.039782544,0
16.15,2.435065504,2.376434315,0.37561117,0,1.054823482,0
16.2,2.466980235,2.381985072,0.375970528,0,1.077361716,0
16.25,2.467569846,2.389666352,0.377300028,0,1.09239934,0
16.3,2.441757695,2.392793132,0.378580939,0,1.11503291,0
16.35,2.432984485,2.389760543,0.378309226,0,1.130171877,0
16.4,2.469455924,2.390611579,0.377973555,0,1.152871337,0
16.45,2.487438221,2.397495648,0.378909696,0,1.167991398,0
16.5,2.460822848,2.404650477,0.380739705,0,1.190722859,0
16.55,2.447117442,2.403122419,0.380852818,0,1.205946347,0
16.6,2.470620773,2.400125432,0.380168292,0,1.228797139,0
16.65,2.490475692,2.405059394,0.380629383,0,1.244006153,0
16.7,2.48085789,2.415118191,0.38259233,0,1.266842379,0
16.75,2.465022651,2.415636234,0.383175928,0,1.282139529,0
16.8,2.470084665,2.410931356,0.382581932,0,1.305128139,0
16.85,2.492477744,2.413241347,0.382517525,0,1.320433396,0
16.9,2.502286703,2.423775644,0.3841628,0,1.343384663,0
16.95,2.48360672,2.427066398,0.385236617,0,1.35874569,0
17,2.467347376,2.423542237,0.385092955,0,1.381856308,0
17.05,2.493172996,2.422325718,0.384619776,0,1.397260505,0
17.1,2.52144772,2.430956293,0.38562251,0,1.420339269,0
17.15,2.503183436,2.437102305,0.386999308,0,1.435760827,0
17.2,2.48078144,2.436260889,0.387497656,0,1.458976196,0
17.25,2.492187352,2.432699864,0.386945064,0,1.474474441,0
17.3,2.523801328,2.437875178,0.387207742,0,1.497692987,0
17.35,2.524169617,2.445329801,0.38848263,0,1.513180421,0
17.4,2.49801559,2.448130217,0.389688824,0,1.536485129,0
17.45,2.489013175,2.444883681,0.389369971,0,1.552068662,0
17.5,2.5251426,2.445415392,0.388965779,0,1.575431923,0
17.55,2.542898816,2.452086867,0.389857166,0,1.590991901,0
17.6,2.51594747,2.458922941,0.391620959,0,1.61438036,0
17.65,2.5020201,2.457182536,0.39169039,0,1.630039319,0
17.7,2.525193247,2.453867501,0.390940887,0,1.653540511,0
17.75,2.544829731,2.458589889,0.391358976,0,1.669180645,0
17.8,2.534886577,2.468332226,0.393257839,0,1.69266079,0
17.85,2.518835859,2.468639996,0.393798974,0,1.708384774,0
17.9,2.523576638,2.463620892,0.393141648,0,1.732010908,0
17.95,2.545756817,2.465722246,0.393035254,0,1.747738765,0
18,2.555248218,2.475944929,0.394617887,0,1.771321235,0
18.05,2.536357687,2.479028865,0.395650163,0,1.787100675,0
18.1,2.5197842,2.4751959,0.395444513,0,1.810836244,0
18.15,2.545401489,2.473774477,0.39493022,0,1.82665471,0
18.2,2.573365327,2.482099157,0.395871595,0,1.850352238,0
18.25,2.554894846,2.488042219,0.397207695,0,1.866183963,0
18.3,2.532185121,2.486897854,0.397645302,0,1.890011971,0
18.35,2.543386915,2.483135849,0.397052418,0,1.905916325,0
18.4,2.574696251,2.488011169,0.397254961,0,1.929741446,0
18.45,2.574862463,2.495266778,0.398489959,0,1.945630969,0
18.5,2.548406834,2.497770144,0.399636615,0,1.96953625,0
18.55,2.539204354,2.494326553,0.399278269,0,1.985517893,0
18.6,2.575035174,2.494564142,0.39881513,0,2.009475783,0
18.65,2.59259331,2.501040505,0.399667415,0,2.025429932,0
18.7,2.565346322,2.507585359,0.401372845,0,2.049407136,1
18.75,2.551222835,2.50565177,0.40140356,2.75008424,1.962343495,1
18.8,2.574103269,2.502048394,0.400596273,2.560668769,1.827184647,1
18.85,2.59354558,2.506579507,0.40097603,2.442916214,1.743161416,1
18.9,2.58331261,2.516036355,0.40281768,2.278237113,1.625653393,1
18.95,2.567069641,2.516154742,0.403320862,2.175990689,1.552694681,1
19,2.571523474,2.510852972,0.40260689,2.033027052,1.450681892,1
19.05,2.593513305,2.512766816,0.40246292,1.944148025,1.387261587,1
19.1,2.6027206,2.522709629,0.403989467,1.819815519,1.298543183,1
19.15,2.583641604,2.525607911,0.404984539,1.74262517,1.243463424,1
19.2,2.566786823,2.521497846,0.404723357,1.634743459,1.16648361,1
19.25,2.592217512,2.519892606,0.404172227,1.567690198,1.118637247,1
19.3,2.619902839,2.527942927,0.405058622,1.473857693,1.05168235,1
19.35,2.601247605,2.53370399,0.40635825,1.415588311,1.01010379,1
19.4,2.578262126,2.532287982,0.406741419,1.334190799,0.952021977,1
19.45,2.589280995,2.528345779,0.406112424,1.283629303,0.915943437,1
19.5,2.620317306,2.532952143,0.406261069,1.212862419,0.86544719,0
19.55,2.620302403,2.540029339,0.407460312,0,0.877654263,0
19.6,2.59357645,2.54226641,0.408553604,0,0.902097884,0
19.65,2.584194647,2.53864617,0.408159857,0,0.918436384,0
19.7,2.619757818,2.538620099,0.407643881,0,0.942927288,0
19.75,2.637138407,2.544921561,0.408461116,0,0.959234763,0
19.8,2.609626418,2.551205366,0.410114232,0,0.983739706,0
19.85,2.59532714,2.549098606,0.410110244,0,1.000138765,0
19.9,2.617945195,2.545236763,0.409251161,0,1.024745393,0
19.95,2.637213455,2.54959642,0.409596558,0,1.041118303,0
20,2.626720703,2.558797357,0.411386925,0,1.065692945,0
20.05,2.610305405,2.558745985,0.411856087,0,1.082142454,0
20.1,2.614502027,2.553190837,0.411091339,0,1.106852255,0
20.15,2.636321234,2.554936602,0.410913685,0,1.123298458,0
20.2,2.645273862,2.564628545,0.412389958,0,1.147953871,0
20.25,2.626025932,2.56736041,0.41335168,0,1.164444549,0
20.3,2.608919004,2.563001957,0.413040722,0,1.189242444,0
20.35,2.63418243,2.561231947,0.412456573,0,1.205765109,0
20.4,2.661618106,2.569036338,0.413293683,0,1.230514451,0
20.45,2.642797264,2.574634262,0.414560618,0,1.247043408,0
20.5,2.619564603,2.572974758,0.414894991,0,1.271912822,0
20.55,2.630419503,2.56887103,0.414233627,0,1.288507507,0
20.6,2.661211078,2.573236307,0.414333958,0,1.313363729,0
20.65,2.661033829,2.580153575,0.415501152,0,1.329936753,0
20.7,2.634065563,2.582151946,0.416546609,0,1.354862931,0
20.75,2.624523019,2.578373362,0.41612113,0,1.371521311,0
20.8,2.659846275,2.578110952,0.415557792,0,1.396489997,0
20.85,2.677067713,2.584255636,0.416343609,0,1.413114186,0
20.9,2.649318183,2.590305441,0.417949832,0,1.438092183,0
20.95,2.63486133,2.588043455,0.417914737,0,1.454804822,0
21,2.657244195,2.583949927,0.417009224,0,1.479879824,0
21.05,2.676356439,2.588155893,0.417323822,0,1.496563211,0
21.1,2.665630824,2.597127439,0.419068219,0,1.521601592,0
21.15,2.649061053,2.596923897,0.419506887,0,1.538358506,0
21.2,2.653027116,2.591141628,0.418696623,0,1.563527457,0
21.25,2.674693379,2.592736728,0.418488777,0,1.580278022,0
21.3,2.68341773,2.602203797,0.419919985,0,1.605388042,0
21.35,2.66401837,2.604786489,0.420851813,0,1.622180071,0
21.4,2.646685423,2.600205387,0.420496237,0,1.647428073,0
21.45,2.671798917,2.59828768,0.419882489,0,1.664249108,0
21.5,2.699010811,2.605871626,0.420675422,0,1.689444103,0
21.55,2.680041521,2.611323314,0.421913052,0,1.706268477,0
21.6,2.656587293,2.609445545,0.422203685,0,1.731579135,0
21.65,2.667295214,2.605197029,0.421513306,0,1.748466313,0
21.7,2.697867414,2.609346202,0.421570329,0,1.773759413,0
21.75,2.69754464,2.616120115,0.422708796,0,1.790622036,0
